,Gene,Pearson correlation,Slide,Method
0,ISG15,0.12463630152356948,B4,STnet
1,PLA2G2D,-0.23053584284567002,B4,STnet
2,CAMK2N1,-0.059497037261053466,B4,STnet
3,USP48,0.06993002430262073,B4,STnet
4,TCEA3,0.00127263380406163,B4,STnet
5,PNRC2,0.1898144582946767,B4,STnet
6,LDLRAP1,-0.26831843539284594,B4,STnet
7,IFI6,0.002225696685362348,B4,STnet
8,ZBTB8OS,0.17842607810058606,B4,STnet
9,RBBP4,-0.013799937074105794,B4,STnet
10,PSMB2,-0.27968732417146086,B4,STnet
11,GNL2,0.2916978366195697,B4,STnet
12,SF3A3,0.27213015245588357,B4,STnet
13,UTP11,-0.07377204170446447,B4,STnet
14,AKIRIN1,-0.17999283838396968,B4,STnet
15,MFSD2A,0.11128698996501753,B4,STnet
16,CAP1,0.12597893692376375,B4,STnet
17,CTPS1,-0.10691656071398833,B4,STnet
18,PPCS,-0.32712450035785434,B4,STnet
19,PPIH,-0.005852517448865749,B4,STnet
20,YBX1,0.18250436072882315,B4,STnet
21,EBNA1BP2,-0.13551339648166788,B4,STnet
22,CDC20,0.1668872019302929,B4,STnet
23,PTPRF,0.29962398872812734,B4,STnet
24,KDM4A,-0.19651460744247679,B4,STnet
25,EIF2B3,0.15060323813970516,B4,STnet
26,NASP,0.18110642430660268,B4,STnet
27,GPBP1L1,-0.13298773101570738,B4,STnet
28,TSPAN1,0.2508009030739384,B4,STnet
29,RAD54L,-0.18290175475153342,B4,STnet
30,LRRC41,0.1874785259424858,B4,STnet
31,UQCRH,-0.1313728417724979,B4,STnet
32,CMPK1,0.07120136277163225,B4,STnet
33,RNF11,0.170502880887115,B4,STnet
34,TTC39A,-0.08936227964478646,B4,STnet
35,TXNDC12,-0.2168434869676294,B4,STnet
36,PRPF38A,-0.05433240657368545,B4,STnet
37,SCP2,0.07329657106637275,B4,STnet
38,C1orf123,0.06663106481902897,B4,STnet
39,MAGOH,-0.0003172396663582725,B4,STnet
40,NDC1,-0.0375390051496759,B4,STnet
41,HSPB11,-0.27895480019889224,B4,STnet
42,TMEM59,0.1249514814619921,B4,STnet
43,SSBP3,0.2276170251660071,B4,STnet
44,TACSTD2,-0.007502632710579081,B4,STnet
45,MYSM1,-0.13876556522175199,B4,STnet
46,TM2D1,-0.05204648086406219,B4,STnet
47,PATJ,0.1717538586184939,B4,STnet
48,USP1,0.01182416296075833,B4,STnet
49,JAK1,-0.07844477782680524,B4,STnet
50,LEPROT,-0.0515067483097257,B4,STnet
