,Gene,Pearson correlation,Slide,Method
0,ISG15,0.15438985934866953,C5,BLEEP
1,PLA2G2D,0.4604142893309201,C5,BLEEP
2,CAMK2N1,0.33985124203358164,C5,BLEEP
3,USP48,0.23123163884376483,C5,BLEEP
4,TCEA3,0.17086871431138775,C5,BLEEP
5,PNRC2,0.34521925901882944,C5,BLEEP
6,LDLRAP1,0.0460425585809977,C5,BLEEP
7,IFI6,0.37797076496240445,C5,BLEEP
8,ZBTB8OS,0.1762822762888907,C5,BLEEP
9,RBBP4,0.27731098375286384,C5,BLEEP
10,PSMB2,0.16533459825478458,C5,BLEEP
11,GNL2,0.19452545046797856,C5,BLEEP
12,SF3A3,0.30960122325607303,C5,BLEEP
13,UTP11,0.19288600682506732,C5,BLEEP
14,AKIRIN1,0.265043720727345,C5,BLEEP
15,MFSD2A,0.4287411268312196,C5,BLEEP
16,CAP1,0.45604068286707883,C5,BLEEP
17,CTPS1,0.3272466885694305,C5,BLEEP
18,PPCS,0.40770454524884925,C5,BLEEP
19,PPIH,0.27070390388622806,C5,BLEEP
20,YBX1,0.3651530108033919,C5,BLEEP
21,EBNA1BP2,0.35245333771326276,C5,BLEEP
22,CDC20,0.35963410727757816,C5,BLEEP
23,PTPRF,0.5590414562485692,C5,BLEEP
24,KDM4A,0.4541993616729854,C5,BLEEP
25,EIF2B3,0.1806053484388742,C5,BLEEP
26,NASP,0.44284853963659315,C5,BLEEP
27,GPBP1L1,0.4245221756884394,C5,BLEEP
28,TSPAN1,0.4277186042316118,C5,BLEEP
29,RAD54L,0.22904076494727746,C5,BLEEP
30,LRRC41,0.3237988238105952,C5,BLEEP
31,UQCRH,0.494078116478299,C5,BLEEP
32,CMPK1,0.45403162448454143,C5,BLEEP
33,RNF11,0.35735945631397725,C5,BLEEP
34,TTC39A,0.22688104792496985,C5,BLEEP
35,TXNDC12,0.45336413020954114,C5,BLEEP
36,PRPF38A,0.3618408827037276,C5,BLEEP
37,SCP2,0.5169032985897438,C5,BLEEP
38,C1orf123,0.3128669376522602,C5,BLEEP
39,MAGOH,0.4253466293751709,C5,BLEEP
40,NDC1,0.3408628592590937,C5,BLEEP
41,HSPB11,0.18065665724185023,C5,BLEEP
42,TMEM59,0.4008036092503821,C5,BLEEP
43,SSBP3,0.4215370175082666,C5,BLEEP
44,TACSTD2,0.471568719890174,C5,BLEEP
45,MYSM1,0.3267593147846945,C5,BLEEP
46,TM2D1,0.1403422505384247,C5,BLEEP
47,PATJ,0.2181751413331827,C5,BLEEP
48,USP1,0.36175128075075863,C5,BLEEP
49,JAK1,0.24924457653354345,C5,BLEEP
50,LEPROT,0.26546950145510423,C5,BLEEP
51,GNG12,0.28499498440986,C5,BLEEP
52,SRSF11,0.4660916922814746,C5,BLEEP
53,USP33,0.2354005756744088,C5,BLEEP
54,IFI44L,0.15073475323323263,C5,BLEEP
55,IFI44,0.19253911396295093,C5,BLEEP
56,GNG5,0.407880430379448,C5,BLEEP
57,SEP15,0.41101465065752024,C5,BLEEP
58,LMO4,0.4175255126536508,C5,BLEEP
59,GTF2B,0.17741456128576852,C5,BLEEP
60,GBP3,-0.002116895251563285,C5,BLEEP
61,GBP1,0.04642604492952295,C5,BLEEP
62,GBP2,0.281947943686984,C5,BLEEP
63,GBP5,0.2341905472885945,C5,BLEEP
64,LRRC8B,0.15474935693817182,C5,BLEEP
65,LRRC8D,0.26005781539176825,C5,BLEEP
66,CDC7,0.24737388409373937,C5,BLEEP
67,GLMN,0.034926723196009986,C5,BLEEP
68,MTF2,0.2311512243927986,C5,BLEEP
69,TMED5,0.23226248692594492,C5,BLEEP
70,CCDC18,-0.019586567327648446,C5,BLEEP
71,DR1,0.2972921020003551,C5,BLEEP
72,FNBP1L,0.2955759931808374,C5,BLEEP
73,BCAR3,0.11483693408261149,C5,BLEEP
74,DNTTIP2,0.25513313096748735,C5,BLEEP
75,GCLM,0.175930832632043,C5,BLEEP
76,ARHGAP29,0.008789999286872392,C5,BLEEP
77,ABCD3,0.05942137906691079,C5,BLEEP
78,CNN3,0.38496089507161846,C5,BLEEP
79,ALG14,0.22348868216752957,C5,BLEEP
80,TMEM56,0.02414112012940055,C5,BLEEP
81,SNX7,0.07163564849199096,C5,BLEEP
82,VCAM1,0.4993779076994337,C5,BLEEP
83,PSMA5,0.31131924177752257,C5,BLEEP
84,GSTM3,0.27893625607206074,C5,BLEEP
85,CD53,0.5538930624451985,C5,BLEEP
86,ATP5F1,0.2525956040566991,C5,BLEEP
87,WDR3,0.30313599630956156,C5,BLEEP
88,PHGDH,0.35566106580217416,C5,BLEEP
89,CTSS,0.46672832932054326,C5,BLEEP
90,CTSK,0.41885923832402944,C5,BLEEP
91,SCNM1,0.09668250587556482,C5,BLEEP
92,S100A8,0.03362257215944712,C5,BLEEP
93,S100A14,-0.05555611651630103,C5,BLEEP
