train_loss,mse,recon_loss,epoch,step
1.1241315603256226,0.15020182728767395,0.0973929688334465,0,49
1.1251200437545776,0.1960722655057907,0.09290477633476257,0,99
1.050208568572998,0.19727158546447754,0.08529369533061981,0,149
0.7847251892089844,0.11648009717464447,0.06682451069355011,0,199
0.8977880477905273,0.1974901258945465,0.07002978771924973,0,249
0.6640738844871521,0.12105251103639603,0.05430213734507561,1,299
0.776035487651825,0.186658576130867,0.05893769487738609,1,349
0.7522163391113281,0.16279610991477966,0.05894201993942261,1,399
0.7277900576591492,0.1824520081281662,0.05453380569815636,1,449
0.6401220560073853,0.12067896127700806,0.0519443117082119,1,499
0.6790070533752441,0.1866142749786377,0.049239274114370346,2,549
0.6475772857666016,0.18847887217998505,0.04590984061360359,2,599
0.5554952621459961,0.13177596032619476,0.042371928691864014,2,649
0.5306311845779419,0.118592269718647,0.04120389372110367,2,699
0.5181578397750854,0.13143542408943176,0.03867224603891373,2,749
0.5909895896911621,0.1867649257183075,0.0404224656522274,3,799
0.5753690600395203,0.17032034695148468,0.04050486907362938,3,849
0.6394534111022949,0.19843266904354095,0.04410207271575928,3,899
0.606191873550415,0.19977930188179016,0.04064125567674637,3,949
0.5549398064613342,0.1860482096672058,0.03688915818929672,3,999
0.5144064426422119,0.1785791516304016,0.03358273208141327,4,1049
0.5157450437545776,0.15994900465011597,0.03557960316538811,4,1099
0.5565595030784607,0.1950247436761856,0.03615347668528557,4,1149
0.5307531356811523,0.1542270928621292,0.03765260428190231,4,1199
0.43126368522644043,0.1353960931301117,0.029586758464574814,4,1249
0.4955313205718994,0.14833419024944305,0.034719713032245636,5,1299
0.46429169178009033,0.16054029762744904,0.03037513792514801,5,1349
0.48602232336997986,0.16449496150016785,0.03215273469686508,5,1399
0.4064826965332031,0.12944181263446808,0.027704088017344475,5,1449
0.4014292359352112,0.12255491316318512,0.027887430042028427,5,1499
0.45253244042396545,0.18608930706977844,0.02664431370794773,6,1549
0.3882545828819275,0.12726649641990662,0.026098808273673058,6,1599
0.4554390013217926,0.17198559641838074,0.028345339000225067,6,1649
0.4957907795906067,0.1975606083869934,0.029823018237948418,6,1699
0.44350695610046387,0.14954358339309692,0.029396336525678635,6,1749
0.43801045417785645,0.17518538236618042,0.026282507926225662,7,1799
0.47169584035873413,0.1903931200504303,0.028130272403359413,7,1849
0.4622730612754822,0.19397138059139252,0.026830166578292847,7,1899
0.43358874320983887,0.1496828943490982,0.028390584513545036,7,1949
0.4723931849002838,0.20079615712165833,0.02715970203280449,7,1999
0.4397972524166107,0.18866011500358582,0.02511371299624443,8,2049
0.4142823815345764,0.16550633311271667,0.024877605959773064,8,2099
0.4590373635292053,0.1975896954536438,0.026144767180085182,8,2149
0.4038342237472534,0.18196862936019897,0.022186558693647385,8,2199
0.41228291392326355,0.1459779441356659,0.026630496606230736,8,2249
0.35464799404144287,0.1325262188911438,0.022212175652384758,9,2299
0.3464353680610657,0.12710446119308472,0.021933091804385185,9,2349
0.40347474813461304,0.15025807917118073,0.02532166801393032,9,2399
0.3986905515193939,0.1842476725578308,0.02144428715109825,9,2449
0.38382816314697266,0.1670491248369217,0.021677901968359947,9,2499
