,index,Pearson correlation,Gene,Slide,Method
428,GPCPD1,0.1326523941727852,GPCPD1,block1,Hist2ST
429,NAA20,0.2299608701685064,NAA20,block1,Hist2ST
430,SAMHD1,0.1469676611201492,SAMHD1,block1,Hist2ST
431,SLPI,0.0309863018750102,SLPI,block1,Hist2ST
432,SLC2A10,0.2364117412781927,SLC2A10,block1,Hist2ST
433,SULF2,0.1058364199748691,SULF2,block1,Hist2ST
434,PREX1,0.1203730992525614,PREX1,block1,Hist2ST
435,ZNFX1,0.1301791288109055,ZNFX1,block1,Hist2ST
436,PFDN4,0.2009933619194147,PFDN4,block1,Hist2ST
437,BMP7,0.0101885358906258,BMP7,block1,Hist2ST
438,LAMA5,0.1413155578578401,LAMA5,block1,Hist2ST
439,EEF1A2,0.1371640696950131,EEF1A2,block1,Hist2ST
440,HELZ2,0.1405246028249505,HELZ2,block1,Hist2ST
441,STMN3,0.0810252723083276,STMN3,block1,Hist2ST
442,CXADR,0.1369331683705403,CXADR,block1,Hist2ST
443,ADAMTS1,0.0944943951722712,ADAMTS1,block1,Hist2ST
444,CCT8,0.2204331776318637,CCT8,block1,Hist2ST
445,MIS18A,0.1575315415608085,MIS18A,block1,Hist2ST
446,MX1,0.1361851234458013,MX1,block1,Hist2ST
447,TFF3,0.1112018897651514,TFF3,block1,Hist2ST
448,TRPM2,0.072680673783831,TRPM2,block1,Hist2ST
449,SUMO3,0.150420673926037,SUMO3,block1,Hist2ST
450,PTTG1IP,0.1863324135908222,PTTG1IP,block1,Hist2ST
451,FAM207A,0.063139899175261,FAM207A,block1,Hist2ST
452,SPATC1L,0.09087050566649,SPATC1L,block1,Hist2ST
453,TBX1,0.0887808902097298,TBX1,block1,Hist2ST
454,IGLC7,0.1351447245568449,IGLC7,block1,Hist2ST
455,MMP11,0.1206388292950096,MMP11,block1,Hist2ST
456,CHEK2,0.0757159814657122,CHEK2,block1,Hist2ST
457,XBP1,0.1166473053114435,XBP1,block1,Hist2ST
458,SEC14L2,0.0830823025522579,SEC14L2,block1,Hist2ST
459,APOL6,0.1488686529166722,APOL6,block1,Hist2ST
460,APOL3,0.1607586662410633,APOL3,block1,Hist2ST
461,APOL1,0.101422882550451,APOL1,block1,Hist2ST
462,C1QTNF6,0.0384298616642349,C1QTNF6,block1,Hist2ST
463,ADSL,0.1363797431152174,ADSL,block1,Hist2ST
464,RBX1,0.1977338968271678,RBX1,block1,Hist2ST
465,LSM3,0.1913331060917492,LSM3,block1,Hist2ST
466,TOP2B,0.1531137222135639,TOP2B,block1,Hist2ST
467,EXOSC7,0.1791796801766432,EXOSC7,block1,Hist2ST
468,LTF,0.0575780272897068,LTF,block1,Hist2ST
469,GNL3,0.2108979403488716,GNL3,block1,Hist2ST
470,PDHB,0.1841027418155031,PDHB,block1,Hist2ST
471,THOC7,0.1968174390863987,THOC7,block1,Hist2ST
472,PSMD6,0.1725163022169598,PSMD6,block1,Hist2ST
473,COL8A1,0.1162319151202609,COL8A1,block1,Hist2ST
474,CMSS1,0.1480410787045127,CMSS1,block1,Hist2ST
475,NIT2,0.1904110918154591,NIT2,block1,Hist2ST
476,ATG3,0.168473713971182,ATG3,block1,Hist2ST
477,COX17,0.2398415121765236,COX17,block1,Hist2ST
478,FSTL1,0.2080672825763535,FSTL1,block1,Hist2ST
479,DTX3L,0.1983591003996679,DTX3L,block1,Hist2ST
480,PARP14,0.1292315945958235,PARP14,block1,Hist2ST
481,PDIA5,0.0669319308436438,PDIA5,block1,Hist2ST
482,CHCHD6,0.1455216598989343,CHCHD6,block1,Hist2ST
483,PLSCR1,0.1144145117086645,PLSCR1,block1,Hist2ST
484,HPS3,0.0865472439897397,HPS3,block1,Hist2ST
485,CP,0.0194009058779429,CP,block1,Hist2ST
486,PFN2,0.1927256900182181,PFN2,block1,Hist2ST
487,SIAH2,0.1947609592878901,SIAH2,block1,Hist2ST
488,RARRES1,0.115754043948513,RARRES1,block1,Hist2ST
489,TRIM59,0.0720812106285219,TRIM59,block1,Hist2ST
490,SPTSSB,0.1138408875966743,SPTSSB,block1,Hist2ST
491,TNFSF10,0.1899230945669725,TNFSF10,block1,Hist2ST
492,ECT2,0.1874390808258524,ECT2,block1,Hist2ST
493,DNAJC19,0.2373953912691527,DNAJC19,block1,Hist2ST
494,MCCC1,0.1781349434136404,MCCC1,block1,Hist2ST
495,MAGEF1,0.2074671547708345,MAGEF1,block1,Hist2ST
496,RFC4,0.1812605335539427,RFC4,block1,Hist2ST
497,APOD,0.1057082796622506,APOD,block1,Hist2ST
498,QDPR,0.1541071663567083,QDPR,block1,Hist2ST
499,LAP3,0.1443417759546279,LAP3,block1,Hist2ST
500,UGDH,0.2502353251387201,UGDH,block1,Hist2ST
501,SMIM14,0.2290959363893761,SMIM14,block1,Hist2ST
502,JCHAIN,0.1783774643450404,JCHAIN,block1,Hist2ST
503,CXCL9,0.1680822430676709,CXCL9,block1,Hist2ST
504,CXCL10,0.1070897345839626,CXCL10,block1,Hist2ST
505,CXCL13,0.1037938668929626,CXCL13,block1,Hist2ST
506,SPP1,0.0346032285811785,SPP1,block1,Hist2ST
507,PPP3CA,0.0897731372188272,PPP3CA,block1,Hist2ST
508,PPA2,0.2059105485533174,PPA2,block1,Hist2ST
509,NPNT,0.2478545645372546,NPNT,block1,Hist2ST
510,EXOSC9,0.1363891869442884,EXOSC9,block1,Hist2ST
511,NDUFC1,0.2165302281161163,NDUFC1,block1,Hist2ST
512,ELMOD2,0.1797909225758238,ELMOD2,block1,Hist2ST
513,TBC1D9,0.1893518103411576,TBC1D9,block1,Hist2ST
514,FBXW7,0.0622899701289362,FBXW7,block1,Hist2ST
515,PLEKHG4B,0.0442724581195137,PLEKHG4B,block1,Hist2ST
516,CMBL,0.2237829591906844,CMBL,block1,Hist2ST
517,ZNF622,0.1524890381308592,ZNF622,block1,Hist2ST
518,DROSHA,0.175851503805911,DROSHA,block1,Hist2ST
519,BRIX1,0.1977824602154322,BRIX1,block1,Hist2ST
520,DNAJC21,0.1467408203507218,DNAJC21,block1,Hist2ST
521,NUP155,0.1757894484423651,NUP155,block1,Hist2ST
522,IL6ST,0.1931867723120752,IL6ST,block1,Hist2ST
523,CCNB1,0.1957690862652701,CCNB1,block1,Hist2ST
524,NSA2,0.1782282502750878,NSA2,block1,Hist2ST
525,ZFYVE16,0.1704572568455624,ZFYVE16,block1,Hist2ST
526,CCNH,0.1235595842121253,CCNH,block1,Hist2ST
527,NR2F1,0.1228364813872437,NR2F1,block1,Hist2ST
528,HSD17B4,0.1994490937606996,HSD17B4,block1,Hist2ST
529,LMNB1,0.2038490607466746,LMNB1,block1,Hist2ST
530,GDF9,0.0453875080679146,GDF9,block1,Hist2ST
531,CXCL14,-0.0227353323919509,CXCL14,block1,Hist2ST
532,CXXC5,0.2363864000756751,CXXC5,block1,Hist2ST
533,PTTG1,0.1724032744240639,PTTG1,block1,Hist2ST
534,STC2,0.2094234181674406,STC2,block1,Hist2ST
535,FGFR4,0.07802106974624,FGFR4,block1,Hist2ST
536,SCGB3A1,0.0264393479557984,SCGB3A1,block1,Hist2ST
537,PSMG4,0.1974608169132687,PSMG4,block1,Hist2ST
538,ECI2,0.1518158348463481,ECI2,block1,Hist2ST
539,MCUR1,0.2045738491679625,MCUR1,block1,Hist2ST
540,HIST1H2BD,0.2467094746280494,HIST1H2BD,block1,Hist2ST
541,HLA-F,0.1414943251850362,HLA-F,block1,Hist2ST
542,ZNRD1,0.1294259310112385,ZNRD1,block1,Hist2ST
543,HSPA1A,0.1317063752516074,HSPA1A,block1,Hist2ST
544,HLA-DRB5,0.171004286324083,HLA-DRB5,block1,Hist2ST
545,HLA-DQA1,0.1910962328362668,HLA-DQA1,block1,Hist2ST
546,TAP1,0.1307617340791512,TAP1,block1,Hist2ST
547,PSMB9,0.1410395452960593,PSMB9,block1,Hist2ST
548,HLA-DPA1,0.214690815089248,HLA-DPA1,block1,Hist2ST
549,VPS52,0.1828966499903441,VPS52,block1,Hist2ST
550,MDFI,-0.0135872427950373,MDFI,block1,Hist2ST
551,PTK7,0.1180941973595612,PTK7,block1,Hist2ST
552,TFAP2B,0.0128972441517415,TFAP2B,block1,Hist2ST
553,COL12A1,0.1489380591475648,COL12A1,block1,Hist2ST
554,MYO6,0.2383998783199334,MYO6,block1,Hist2ST
555,SYNCRIP,0.1601096671342039,SYNCRIP,block1,Hist2ST
556,RARS2,0.105233102440028,RARS2,block1,Hist2ST
557,CD24,0.0455679531615769,CD24,block1,Hist2ST
558,GTF3C6,0.2086601136239204,GTF3C6,block1,Hist2ST
559,HDAC2,0.1809060670649782,HDAC2,block1,Hist2ST
560,COL10A1,0.1159205254709802,COL10A1,block1,Hist2ST
561,MAN1A1,0.1070872941181078,MAN1A1,block1,Hist2ST
562,HSF2,0.068516986870179,HSF2,block1,Hist2ST
563,SERINC1,0.1611838167561986,SERINC1,block1,Hist2ST
564,SMPDL3A,0.0755311947980972,SMPDL3A,block1,Hist2ST
565,HDDC2,0.188524627766028,HDDC2,block1,Hist2ST
566,CENPW,0.1372702892908724,CENPW,block1,Hist2ST
567,PTPRK,0.1452756059797502,PTPRK,block1,Hist2ST
568,MED23,0.1592411926837499,MED23,block1,Hist2ST
569,ENPP1,0.1410755423274475,ENPP1,block1,Hist2ST
570,STX7,0.1291772509996714,STX7,block1,Hist2ST
571,SLC18B1,0.0619366058660243,SLC18B1,block1,Hist2ST
572,MAP7,0.1738890007254317,MAP7,block1,Hist2ST
573,ARFGEF3,0.2189711399421872,ARFGEF3,block1,Hist2ST
574,HEBP2,0.1853944832376095,HEBP2,block1,Hist2ST
575,REPS1,0.1579893478912326,REPS1,block1,Hist2ST
576,HECA,0.1251363297910541,HECA,block1,Hist2ST
577,CITED2,0.1858509488036609,CITED2,block1,Hist2ST
578,VTA1,0.1988279108234646,VTA1,block1,Hist2ST
579,ADGRG6,0.0044232362823849,ADGRG6,block1,Hist2ST
580,HIVEP2,0.0555679171828713,HIVEP2,block1,Hist2ST
581,AIG1,0.1528137916805793,AIG1,block1,Hist2ST
582,PEX3,0.1088581721543382,PEX3,block1,Hist2ST
583,FUCA2,0.155671765567541,FUCA2,block1,Hist2ST
584,LTV1,0.071400883571403,LTV1,block1,Hist2ST
585,SF3B5,0.147493311407797,SF3B5,block1,Hist2ST
586,SASH1,0.0895127193971579,SASH1,block1,Hist2ST
587,MTHFD1L,0.0342127764266631,MTHFD1L,block1,Hist2ST
588,FNDC1,0.083715879600795,FNDC1,block1,Hist2ST
589,PDCD2,0.1752279031557999,PDCD2,block1,Hist2ST
590,LFNG,0.1450400513812385,LFNG,block1,Hist2ST
591,GLCCI1,0.1458984794106148,GLCCI1,block1,Hist2ST
592,PHF14,0.1236875274776203,PHF14,block1,Hist2ST
593,TSPAN13,0.2828084186571672,TSPAN13,block1,Hist2ST
594,AGR2,0.2044800397719628,AGR2,block1,Hist2ST
595,GPNMB,0.1329175989736743,GPNMB,block1,Hist2ST
596,TRIL,0.0388551794673023,TRIL,block1,Hist2ST
597,SFRP4,0.2543001110947309,SFRP4,block1,Hist2ST
598,H2AFV,0.230678731841649,H2AFV,block1,Hist2ST
599,UPP1,0.0747345987183439,UPP1,block1,Hist2ST
600,BAZ1B,0.1190619600177443,BAZ1B,block1,Hist2ST
601,CD36,0.0552758164636532,CD36,block1,Hist2ST
602,SEMA3C,0.1607444644774278,SEMA3C,block1,Hist2ST
603,COL1A2,0.3548231986360116,COL1A2,block1,Hist2ST
604,TRIP6,0.0629400001944587,TRIP6,block1,Hist2ST
605,ACHE,0.0445185604787015,ACHE,block1,Hist2ST
606,SERPINE1,0.0917097574154495,SERPINE1,block1,Hist2ST
607,NUP205,0.1251569617293769,NUP205,block1,Hist2ST
608,PARP12,0.1092314147814463,PARP12,block1,Hist2ST
609,SSBP1,0.1932290942397154,SSBP1,block1,Hist2ST
610,TRBC2,0.2194551776123966,TRBC2,block1,Hist2ST
611,PIP,0.2503992536984257,PIP,block1,Hist2ST
612,CNTNAP2,0.0810221033337775,CNTNAP2,block1,Hist2ST
613,EZH2,0.1680528243689663,EZH2,block1,Hist2ST
614,NUB1,0.1549811884626194,NUB1,block1,Hist2ST
615,PCM1,0.1339011871342962,PCM1,block1,Hist2ST
616,KIF13B,0.1435195899966619,KIF13B,block1,Hist2ST
617,ERLIN2,0.2066595745616808,ERLIN2,block1,Hist2ST
618,BRF2,0.1939271956522665,BRF2,block1,Hist2ST
619,ADGRA2,0.0993405724904616,ADGRA2,block1,Hist2ST
620,RAB11FIP1,0.1651418039801411,RAB11FIP1,block1,Hist2ST
621,EIF4EBP1,0.0960329492628755,EIF4EBP1,block1,Hist2ST
622,ASH2L,0.193348241834008,ASH2L,block1,Hist2ST
623,LSM1,0.2215419786212314,LSM1,block1,Hist2ST
624,PLPP5,0.2045005286999043,PLPP5,block1,Hist2ST
625,DDHD2,0.1926545354251773,DDHD2,block1,Hist2ST
626,FGFR1,0.1808636636095313,FGFR1,block1,Hist2ST
627,TM2D2,0.1827724737907778,TM2D2,block1,Hist2ST
628,HOOK3,0.0598831844457964,HOOK3,block1,Hist2ST
629,CEBPD,0.1713251172109428,CEBPD,block1,Hist2ST
630,ATP6V1H,0.1870972356403928,ATP6V1H,block1,Hist2ST
631,GGH,0.1744735273290035,GGH,block1,Hist2ST
632,RDH10,0.097345724025573,RDH10,block1,Hist2ST
633,E2F5,0.1398467448440526,E2F5,block1,Hist2ST
634,WWP1,0.2173239017715645,WWP1,block1,Hist2ST
635,RMDN1,0.1959175234138875,RMDN1,block1,Hist2ST
636,CPNE3,0.1990482995173719,CPNE3,block1,Hist2ST
637,INTS8,0.2358547017648466,INTS8,block1,Hist2ST
638,TSPYL5,0.1889821258112379,TSPYL5,block1,Hist2ST
639,EIF3E,0.1556585796480581,EIF3E,block1,Hist2ST
640,ENY2,0.1835931902911283,ENY2,block1,Hist2ST
641,TRPS1,0.153240795260985,TRPS1,block1,Hist2ST
642,RAD21,0.1737828595713869,RAD21,block1,Hist2ST
643,ATAD2,0.2567588122261182,ATAD2,block1,Hist2ST
644,FBXO32,0.1966541206687673,FBXO32,block1,Hist2ST
645,TATDN1,0.208544405153905,TATDN1,block1,Hist2ST
646,NSMCE2,0.1986350819875419,NSMCE2,block1,Hist2ST
647,ASAP1,0.0816257530932917,ASAP1,block1,Hist2ST
648,NDRG1,0.1586193820304191,NDRG1,block1,Hist2ST
649,PSCA,0.1061772691885912,PSCA,block1,Hist2ST
650,GLI4,0.1933694931600028,GLI4,block1,Hist2ST
651,TOP1MT,0.15030811960157,TOP1MT,block1,Hist2ST
652,EPPK1,0.2047038051033675,EPPK1,block1,Hist2ST
653,OPLAH,0.1366918236432117,OPLAH,block1,Hist2ST
654,SLC39A4,0.1543339947583454,SLC39A4,block1,Hist2ST
655,LRRC24,0.0552331153872375,LRRC24,block1,Hist2ST
656,VLDLR,-0.0341545657749005,VLDLR,block1,Hist2ST
657,PLGRKT,0.1693048796062843,PLGRKT,block1,Hist2ST
658,NDUFB6,0.2375872780607173,NDUFB6,block1,Hist2ST
659,CCL19,0.2006036877746077,CCL19,block1,Hist2ST
660,CCL21,0.1114767572479682,CCL21,block1,Hist2ST
661,DCAF10,0.1755129142068826,DCAF10,block1,Hist2ST
662,GCNT1,0.0953139913462494,GCNT1,block1,Hist2ST
663,TLE1,0.1019924484488997,TLE1,block1,Hist2ST
664,SPIN1,0.1704779875777825,SPIN1,block1,Hist2ST
665,ASPN,0.0564736868668378,ASPN,block1,Hist2ST
666,WNK2,0.1144524264765007,WNK2,block1,Hist2ST
667,FBP1,0.1819587009853601,FBP1,block1,Hist2ST
668,TGFBR1,0.0889465215847912,TGFBR1,block1,Hist2ST
669,ERP44,0.1169260687556964,ERP44,block1,Hist2ST
670,TEX10,0.1049229365176438,TEX10,block1,Hist2ST
671,TNC,0.0781815967350193,TNC,block1,Hist2ST
672,PSMD5,0.1518006942149345,PSMD5,block1,Hist2ST
673,PHF19,0.0670664057482612,PHF19,block1,Hist2ST
674,STOM,0.136845677491152,STOM,block1,Hist2ST
675,PRRX2,0.0716265175232934,PRRX2,block1,Hist2ST
676,NUP214,0.1178099325672726,NUP214,block1,Hist2ST
677,PTGDS,0.1960482812314146,PTGDS,block1,Hist2ST
678,OFD1,0.1186875070995337,OFD1,block1,Hist2ST
679,SMS,0.217997318940785,SMS,block1,Hist2ST
680,CYBB,0.0986918567680958,CYBB,block1,Hist2ST
681,ITM2A,0.1024049940244015,ITM2A,block1,Hist2ST
682,SH3BGRL,0.2296169421904699,SH3BGRL,block1,Hist2ST
683,BEX3,0.1921059029643552,BEX3,block1,Hist2ST
684,PHF6,0.1368076249265666,PHF6,block1,Hist2ST
685,ISG15,0.0743004320325292,ISG15,block2,Hist2ST
686,PLA2G2D,0.1055935727402653,PLA2G2D,block2,Hist2ST
687,CAMK2N1,0.1633905001430215,CAMK2N1,block2,Hist2ST
688,USP48,0.1431011175333836,USP48,block2,Hist2ST
689,TCEA3,0.276285610080097,TCEA3,block2,Hist2ST
690,PNRC2,0.2367615890042681,PNRC2,block2,Hist2ST
691,LDLRAP1,0.1759057211395648,LDLRAP1,block2,Hist2ST
692,IFI6,-0.0398593779027773,IFI6,block2,Hist2ST
693,PSMB2,0.2994824674155347,PSMB2,block2,Hist2ST
694,GNL2,0.2344973675864012,GNL2,block2,Hist2ST
695,SF3A3,0.2198303176788864,SF3A3,block2,Hist2ST
696,UTP11,0.1740335303720615,UTP11,block2,Hist2ST
697,AKIRIN1,0.1546278160626547,AKIRIN1,block2,Hist2ST
698,MFSD2A,0.0252787387676063,MFSD2A,block2,Hist2ST
699,CAP1,0.178834726961036,CAP1,block2,Hist2ST
700,CTPS1,0.1486403994846075,CTPS1,block2,Hist2ST
701,PPCS,0.1967867882951295,PPCS,block2,Hist2ST
702,PPIH,0.1741559855510812,PPIH,block2,Hist2ST
703,YBX1,0.0971536888453918,YBX1,block2,Hist2ST
704,EBNA1BP2,0.2554132221572578,EBNA1BP2,block2,Hist2ST
705,CDC20,0.1243667798542063,CDC20,block2,Hist2ST
706,PTPRF,0.2273173653913476,PTPRF,block2,Hist2ST
707,KDM4A,0.0964600785949347,KDM4A,block2,Hist2ST
708,EIF2B3,0.1409787093328468,EIF2B3,block2,Hist2ST
709,NASP,0.1872663569814478,NASP,block2,Hist2ST
710,GPBP1L1,0.22404715380741,GPBP1L1,block2,Hist2ST
711,TSPAN1,0.1323864610278983,TSPAN1,block2,Hist2ST
712,RAD54L,0.0926145853638855,RAD54L,block2,Hist2ST
713,LRRC41,0.1761355856101931,LRRC41,block2,Hist2ST
714,CMPK1,0.1821585631943964,CMPK1,block2,Hist2ST
715,RNF11,0.1590343292518485,RNF11,block2,Hist2ST
716,TTC39A,0.2190115846935437,TTC39A,block2,Hist2ST
717,TXNDC12,0.1298337990367288,TXNDC12,block2,Hist2ST
718,PRPF38A,0.1802070947354891,PRPF38A,block2,Hist2ST
719,SCP2,0.1814774851587682,SCP2,block2,Hist2ST
720,NDC1,0.1314380574055535,NDC1,block2,Hist2ST
721,HSPB11,0.2440444254431151,HSPB11,block2,Hist2ST
722,TMEM59,0.2055588986215109,TMEM59,block2,Hist2ST
723,SSBP3,0.1705316047330182,SSBP3,block2,Hist2ST
724,TACSTD2,0.2568632034584576,TACSTD2,block2,Hist2ST
725,MYSM1,0.1118413982291957,MYSM1,block2,Hist2ST
726,TM2D1,0.1627543957234198,TM2D1,block2,Hist2ST
727,PATJ,0.2185744161788152,PATJ,block2,Hist2ST
728,USP1,0.1600832316831841,USP1,block2,Hist2ST
729,JAK1,0.0870074702887297,JAK1,block2,Hist2ST
730,LEPROT,0.1586549012013898,LEPROT,block2,Hist2ST
731,GNG12,0.0503632276255755,GNG12,block2,Hist2ST
732,SRSF11,0.1327762848864563,SRSF11,block2,Hist2ST
733,USP33,0.1683106840605052,USP33,block2,Hist2ST
734,IFI44L,0.0527383568561103,IFI44L,block2,Hist2ST
735,IFI44,0.1777911600906928,IFI44,block2,Hist2ST
736,GNG5,0.2605482729424587,GNG5,block2,Hist2ST
737,LMO4,0.0863913136952563,LMO4,block2,Hist2ST
738,GTF2B,0.1544210550863496,GTF2B,block2,Hist2ST
739,GBP1,0.1726459560451507,GBP1,block2,Hist2ST
740,GBP2,0.1146178007547932,GBP2,block2,Hist2ST
741,GBP5,0.137898739603145,GBP5,block2,Hist2ST
742,LRRC8B,0.0849135314336734,LRRC8B,block2,Hist2ST
743,LRRC8D,0.1389993670704354,LRRC8D,block2,Hist2ST
744,CDC7,0.0503838384748512,CDC7,block2,Hist2ST
745,GLMN,0.0854641687198893,GLMN,block2,Hist2ST
746,MTF2,0.1272898503167392,MTF2,block2,Hist2ST
747,TMED5,0.1599432344018809,TMED5,block2,Hist2ST
748,CCDC18,0.0146947769151086,CCDC18,block2,Hist2ST
749,DR1,0.2242586367440605,DR1,block2,Hist2ST
750,FNBP1L,0.223976577265422,FNBP1L,block2,Hist2ST
751,BCAR3,0.063579287618259,BCAR3,block2,Hist2ST
752,DNTTIP2,0.1610769393156441,DNTTIP2,block2,Hist2ST
753,GCLM,0.1209158703793159,GCLM,block2,Hist2ST
754,ARHGAP29,0.0592189908167677,ARHGAP29,block2,Hist2ST
755,ABCD3,0.146226287957161,ABCD3,block2,Hist2ST
756,CNN3,0.0859736630166156,CNN3,block2,Hist2ST
757,ALG14,0.0812101711487945,ALG14,block2,Hist2ST
758,SNX7,0.0695968038999706,SNX7,block2,Hist2ST
759,VCAM1,0.0842984772162697,VCAM1,block2,Hist2ST
760,PSMA5,0.2521515930939821,PSMA5,block2,Hist2ST
761,GSTM3,0.1689432956358505,GSTM3,block2,Hist2ST
762,CD53,0.1316761543139434,CD53,block2,Hist2ST
763,WDR3,0.1382612711451686,WDR3,block2,Hist2ST
764,PHGDH,0.0051849976057056,PHGDH,block2,Hist2ST
765,CTSS,0.1225560177959597,CTSS,block2,Hist2ST
766,CTSK,0.0226463833224458,CTSK,block2,Hist2ST
767,SCNM1,0.2385042571452855,SCNM1,block2,Hist2ST
768,S100A8,0.0446834017919673,S100A8,block2,Hist2ST
769,S100A14,0.2023281328536022,S100A14,block2,Hist2ST
770,S100A1,0.1240260515920867,S100A1,block2,Hist2ST
771,CREB3L4,0.2442583024146288,CREB3L4,block2,Hist2ST
772,EFNA3,0.1068637074589,EFNA3,block2,Hist2ST
773,RIT1,0.1548879957985167,RIT1,block2,Hist2ST
774,CRABP2,0.0347890487049426,CRABP2,block2,Hist2ST
775,IFI16,0.1104093367506331,IFI16,block2,Hist2ST
776,USF1,0.012031574429352,USF1,block2,Hist2ST
777,OLFML2B,0.1097252055698813,OLFML2B,block2,Hist2ST
778,MPC2,0.1932573131658241,MPC2,block2,Hist2ST
779,ATP1B1,0.0952606445643693,ATP1B1,block2,Hist2ST
780,RABGAP1L,0.2067907826425489,RABGAP1L,block2,Hist2ST
781,XPR1,0.0790085553905463,XPR1,block2,Hist2ST
782,LAMC1,0.101915295959787,LAMC1,block2,Hist2ST
783,C1orf21,0.066286477309447,C1orf21,block2,Hist2ST
784,TPR,0.1426672025763047,TPR,block2,Hist2ST
785,PTPRC,0.1769037481752209,PTPRC,block2,Hist2ST
786,UBE2T,0.2376103113469274,UBE2T,block2,Hist2ST
787,NUCKS1,0.215119767394347,NUCKS1,block2,Hist2ST
788,ATF3,0.0225272175404892,ATF3,block2,Hist2ST
789,CENPF,0.2369171235186677,CENPF,block2,Hist2ST
790,KCTD3,0.3128517000202109,KCTD3,block2,Hist2ST
791,LYPLAL1,0.2532026738422251,LYPLAL1,block2,Hist2ST
792,IARS2,0.2383609733412922,IARS2,block2,Hist2ST
793,CNIH4,0.3008103830046569,CNIH4,block2,Hist2ST
794,NUP133,0.2614196190769697,NUP133,block2,Hist2ST
795,ARID4B,0.1630713980075686,ARID4B,block2,Hist2ST
796,CHML,0.1668221626959704,CHML,block2,Hist2ST
797,SCCPDH,0.202017240679784,SCCPDH,block2,Hist2ST
798,GATA3,0.1891611956020428,GATA3,block2,Hist2ST
799,FAM107B,0.2362789027841017,FAM107B,block2,Hist2ST
800,HSPA14,0.0840614008240668,HSPA14,block2,Hist2ST
801,NEBL,0.2880598137220081,NEBL,block2,Hist2ST
802,BAMBI,0.0384124958217085,BAMBI,block2,Hist2ST
803,ARHGAP12,0.1821336490491283,ARHGAP12,block2,Hist2ST
804,DKK1,-0.0152067678082579,DKK1,block2,Hist2ST
805,ZWINT,0.1919904618369433,ZWINT,block2,Hist2ST
806,ANK3,0.1291004371252891,ANK3,block2,Hist2ST
807,CDK1,0.2332494246516714,CDK1,block2,Hist2ST
808,HERC4,0.2122123226872433,HERC4,block2,Hist2ST
809,SRGN,0.1462991674681599,SRGN,block2,Hist2ST
810,H2AFY2,0.1193339066865606,H2AFY2,block2,Hist2ST
811,ADK,0.1212956956365268,ADK,block2,Hist2ST
812,DLG5,0.1936833031424964,DLG5,block2,Hist2ST
813,PLAC9,0.1158957742495244,PLAC9,block2,Hist2ST
814,GHITM,0.2071357179251663,GHITM,block2,Hist2ST
815,SNCG,-0.0487146157467545,SNCG,block2,Hist2ST
816,ADIRF,-0.0074942900680937,ADIRF,block2,Hist2ST
817,IFIT3,0.1589884040192626,IFIT3,block2,Hist2ST
818,FRA10AC1,0.1361359491163721,FRA10AC1,block2,Hist2ST
819,EXOSC1,0.2403437586675582,EXOSC1,block2,Hist2ST
820,SCD,0.2039497171677982,SCD,block2,Hist2ST
821,ARL3,0.2164544752179751,ARL3,block2,Hist2ST
822,ADD3,0.1332853922525677,ADD3,block2,Hist2ST
823,FAM204A,0.2352776766155282,FAM204A,block2,Hist2ST
824,NSMCE4A,0.2093695935853639,NSMCE4A,block2,Hist2ST
825,OAT,0.0185752839652352,OAT,block2,Hist2ST
826,GLRX3,0.2090912086380639,GLRX3,block2,Hist2ST
827,IFITM2,0.1008112484567436,IFITM2,block2,Hist2ST
828,TRIM22,0.1537028663241505,TRIM22,block2,Hist2ST
829,DKK3,0.0568708417410644,DKK3,block2,Hist2ST
830,SAA1,0.0321979499822805,SAA1,block2,Hist2ST
831,TSG101,0.2595716556092726,TSG101,block2,Hist2ST
832,SVIP,0.1611449552796283,SVIP,block2,Hist2ST
833,CAPRIN1,0.2002015120294951,CAPRIN1,block2,Hist2ST
834,API5,0.2177825599646069,API5,block2,Hist2ST
835,MTCH2,0.2416755583654185,MTCH2,block2,Hist2ST
836,UBE2L6,0.2040001181836276,UBE2L6,block2,Hist2ST
837,MPEG1,0.0909256034175002,MPEG1,block2,Hist2ST
838,MS4A7,0.0336138136888412,MS4A7,block2,Hist2ST
839,TMEM258,0.2398101781175605,TMEM258,block2,Hist2ST
840,CST6,-0.0233392566222194,CST6,block2,Hist2ST
841,ALDH3B2,0.1953848913996227,ALDH3B2,block2,Hist2ST
842,TESMIN,0.182806246941901,TESMIN,block2,Hist2ST
843,CCND1,0.2649394133918313,CCND1,block2,Hist2ST
844,ANO1,0.3440363664400698,ANO1,block2,Hist2ST
845,FADD,0.3100103563572366,FADD,block2,Hist2ST
846,CTTN,0.2671662989565072,CTTN,block2,Hist2ST
847,PRSS23,-0.0011431102990702,PRSS23,block2,Hist2ST
848,BIRC3,0.140167818810203,BIRC3,block2,Hist2ST
849,MMP1,0.0398315278874076,MMP1,block2,Hist2ST
850,CASP4,0.0962211329512469,CASP4,block2,Hist2ST
851,CD3D,0.1593669143143271,CD3D,block2,Hist2ST
852,THYN1,0.1318199973932392,THYN1,block2,Hist2ST
853,SCNN1A,0.0931389785470708,SCNN1A,block2,Hist2ST
854,MAGOHB,0.2563595678376048,MAGOHB,block2,Hist2ST
855,GPRC5A,0.1127363009321127,GPRC5A,block2,Hist2ST
856,MGP,-0.2500906488315109,MGP,block2,Hist2ST
