,index,Pearson correlation,Gene,Slide,Method
857,C12orf60,0.020672634187827,C12orf60,block2,Hist2ST
858,ITPR2,0.0950830070293286,ITPR2,block2,Hist2ST
859,ZCRB1,0.2197524058006597,ZCRB1,block2,Hist2ST
860,FAIM2,0.1055261346612691,FAIM2,block2,Hist2ST
861,NR4A1,0.0800232013001633,NR4A1,block2,Hist2ST
862,KRT81,0.0058006787483426,KRT81,block2,Hist2ST
863,PPP1R1A,-0.0044385512628083,PPP1R1A,block2,Hist2ST
864,MUCL1,0.0012799692019557,MUCL1,block2,Hist2ST
865,NUP107,0.2281258689686668,NUP107,block2,Hist2ST
866,LYZ,0.1403629107238602,LYZ,block2,Hist2ST
867,DUSP6,0.0048467297692544,DUSP6,block2,Hist2ST
868,ATP2B1,0.1272260976820104,ATP2B1,block2,Hist2ST
869,LUM,0.1198919899691399,LUM,block2,Hist2ST
870,DCN,0.1529387257217996,DCN,block2,Hist2ST
871,EEA1,0.0798343312127306,EEA1,block2,Hist2ST
872,NTN4,0.0003929817638956,NTN4,block2,Hist2ST
873,TMPO,0.2624421498887404,TMPO,block2,Hist2ST
874,ARL1,0.2140733691595892,ARL1,block2,Hist2ST
875,CHPT1,0.1207572478752412,CHPT1,block2,Hist2ST
876,SYCP3,-0.0146050696712504,SYCP3,block2,Hist2ST
877,PWP1,0.2248689238582827,PWP1,block2,Hist2ST
878,TCTN1,0.1829862027812638,TCTN1,block2,Hist2ST
879,MAPKAPK5,0.1815257971593229,MAPKAPK5,block2,Hist2ST
880,OAS1,0.1907646854617296,OAS1,block2,Hist2ST
881,OAS2,0.1951642757468287,OAS2,block2,Hist2ST
882,TBX3,0.2184542526681532,TBX3,block2,Hist2ST
883,OASL,-0.0720163977674318,OASL,block2,Hist2ST
884,ZNF664,0.2744021232548227,ZNF664,block2,Hist2ST
885,ZNF84,0.1836520569185315,ZNF84,block2,Hist2ST
886,PSPC1,0.1880777098092333,PSPC1,block2,Hist2ST
887,HMGB1,0.1429110552367339,HMGB1,block2,Hist2ST
888,DCLK1,-0.0173740990836196,DCLK1,block2,Hist2ST
889,DNAJC15,0.2379148526045707,DNAJC15,block2,Hist2ST
890,RNASEH2B,0.1897886659659683,RNASEH2B,block2,Hist2ST
891,COMMD6,0.2172400006040865,COMMD6,block2,Hist2ST
892,FARP1,0.2125115807944921,FARP1,block2,Hist2ST
893,MCF2L,0.1638002509610876,MCF2L,block2,Hist2ST
894,NGDN,0.1970865459381672,NGDN,block2,Hist2ST
895,RABGGTA,0.1257332887820812,RABGGTA,block2,Hist2ST
896,SCFD1,0.2245892469803266,SCFD1,block2,Hist2ST
897,BAZ1A,0.1880898451011463,BAZ1A,block2,Hist2ST
898,KLHDC2,0.261245456830352,KLHDC2,block2,Hist2ST
899,PSMA3,0.2692289886211826,PSMA3,block2,Hist2ST
900,PCNX4,0.1284784258345338,PCNX4,block2,Hist2ST
901,DHRS7,0.1973050109389813,DHRS7,block2,Hist2ST
902,MTHFD1,0.1751906834406101,MTHFD1,block2,Hist2ST
903,FUT8,0.1115971486108464,FUT8,block2,Hist2ST
904,COQ6,0.1608723452414988,COQ6,block2,Hist2ST
905,FOS,0.0519885532536904,FOS,block2,Hist2ST
906,ZC3H14,0.1819799136358443,ZC3H14,block2,Hist2ST
907,UBR7,0.1802638854089356,UBR7,block2,Hist2ST
908,IFI27L2,0.0790855401046063,IFI27L2,block2,Hist2ST
909,IGHG4,0.261548990879052,IGHG4,block2,Hist2ST
910,APBA2,-0.0138541543235496,APBA2,block2,Hist2ST
911,EMC4,0.1755976003034144,EMC4,block2,Hist2ST
912,NUSAP1,0.2383798635302806,NUSAP1,block2,Hist2ST
913,TUBGCP4,0.1337453075745897,TUBGCP4,block2,Hist2ST
914,TP53BP1,0.1804452417216896,TP53BP1,block2,Hist2ST
915,SPG11,0.1932920995654174,SPG11,block2,Hist2ST
916,MYEF2,0.1739309902852152,MYEF2,block2,Hist2ST
917,TMOD3,0.1702765398743055,TMOD3,block2,Hist2ST
918,LEO1,0.2245627188558633,LEO1,block2,Hist2ST
919,MYO5C,0.1731875627131175,MYO5C,block2,Hist2ST
920,ARPP19,0.1809081810235098,ARPP19,block2,Hist2ST
921,ADAM10,0.1412218610938712,ADAM10,block2,Hist2ST
922,CCNB2,0.1973128254715733,CCNB2,block2,Hist2ST
923,GTF2A2,0.2406548485077987,GTF2A2,block2,Hist2ST
924,VPS13C,0.1279549177005885,VPS13C,block2,Hist2ST
925,C2CD4A,0.0116972332385546,C2CD4A,block2,Hist2ST
926,TPM1,0.1351532757853689,TPM1,block2,Hist2ST
927,CILP,0.0688526536265282,CILP,block2,Hist2ST
928,ITGA11,0.0857200604538983,ITGA11,block2,Hist2ST
929,UACA,0.0388355091625152,UACA,block2,Hist2ST
930,RCN2,0.1764546704210534,RCN2,block2,Hist2ST
931,PSTPIP1,0.1419224751936303,PSTPIP1,block2,Hist2ST
932,LINGO1,0.0784929773924193,LINGO1,block2,Hist2ST
933,ISG20,0.1221160124917179,ISG20,block2,Hist2ST
934,PRC1,0.183919810706715,PRC1,block2,Hist2ST
935,SNRPA1,0.2210038138055408,SNRPA1,block2,Hist2ST
936,SBK1,0.0944912198304025,SBK1,block2,Hist2ST
937,MT1G,0.2155740767292607,MT1G,block2,Hist2ST
938,NUP93,0.1443749681163539,NUP93,block2,Hist2ST
939,CX3CL1,-0.0161722607789592,CX3CL1,block2,Hist2ST
940,CMTM3,0.0577869593775274,CMTM3,block2,Hist2ST
941,CBFB,0.2088727483613552,CBFB,block2,Hist2ST
942,PRMT7,0.1876577958607103,PRMT7,block2,Hist2ST
943,CDH1,0.2081990845713932,CDH1,block2,Hist2ST
944,ZFHX3,0.0882848854447325,ZFHX3,block2,Hist2ST
945,CFDP1,0.2315121515416514,CFDP1,block2,Hist2ST
946,TERF2IP,0.2272963096021095,TERF2IP,block2,Hist2ST
947,ITGAE,0.1615476280714151,ITGAE,block2,Hist2ST
948,ALOX15B,-0.0137300382335113,ALOX15B,block2,Hist2ST
949,TRPV2,0.0377031894279147,TRPV2,block2,Hist2ST
950,B9D1,0.0800674343201719,B9D1,block2,Hist2ST
951,UNC119,0.2030848575137048,UNC119,block2,Hist2ST
952,PIGS,0.1856801710230954,PIGS,block2,Hist2ST
953,SPAG5,0.2128539720640349,SPAG5,block2,Hist2ST
954,KIAA0100,0.1546403365629026,KIAA0100,block2,Hist2ST
955,SDF2,0.2236455405313063,SDF2,block2,Hist2ST
956,SUPT6H,0.1448125257005118,SUPT6H,block2,Hist2ST
957,TRAF4,0.1511003340485868,TRAF4,block2,Hist2ST
958,CPD,0.2226980758840811,CPD,block2,Hist2ST
959,GOSR1,0.209665649315699,GOSR1,block2,Hist2ST
960,RNF135,0.2417301467942525,RNF135,block2,Hist2ST
961,CCL2,0.0098525417319261,CCL2,block2,Hist2ST
962,SLFN5,0.0746471764539303,SLFN5,block2,Hist2ST
963,AP2B1,0.183542689678405,AP2B1,block2,Hist2ST
964,ZNHIT3,0.2590108087195736,ZNHIT3,block2,Hist2ST
965,MYO19,0.224961722373765,MYO19,block2,Hist2ST
966,GGNBP2,0.2041374859891499,GGNBP2,block2,Hist2ST
967,ACACA,0.206016793978647,ACACA,block2,Hist2ST
968,DDX52,0.1933961369355147,DDX52,block2,Hist2ST
969,SOCS7,0.1356190058812963,SOCS7,block2,Hist2ST
970,SRCIN1,0.0396819452880619,SRCIN1,block2,Hist2ST
971,MLLT6,0.2395239568913517,MLLT6,block2,Hist2ST
972,PCGF2,0.1803336164110475,PCGF2,block2,Hist2ST
973,PIP4K2B,0.2455701418226758,PIP4K2B,block2,Hist2ST
974,CWC25,0.147712333542702,CWC25,block2,Hist2ST
975,LASP1,0.1721498343166325,LASP1,block2,Hist2ST
976,LINC00672,0.0928173066436022,LINC00672,block2,Hist2ST
977,MED1,0.1868417269509807,MED1,block2,Hist2ST
978,PPP1R1B,0.0205669356196656,PPP1R1B,block2,Hist2ST
979,PNMT,0.0104530536782436,PNMT,block2,Hist2ST
980,CASC3,0.2197345148498746,CASC3,block2,Hist2ST
981,CDC6,0.2171220800562242,CDC6,block2,Hist2ST
982,RARA,0.2028309454230758,RARA,block2,Hist2ST
983,TOP2A,0.2715413480649731,TOP2A,block2,Hist2ST
984,CCR7,0.0959176697162192,CCR7,block2,Hist2ST
985,KRT15,0.0222793557702245,KRT15,block2,Hist2ST
986,HSD17B1,0.0354410196570435,HSD17B1,block2,Hist2ST
987,CNTD1,0.1194268559973354,CNTD1,block2,Hist2ST
988,BECN1,0.1796875491975302,BECN1,block2,Hist2ST
989,PSME3,0.2226227950013219,PSME3,block2,Hist2ST
990,HOXB2,-0.0023029911486848,HOXB2,block2,Hist2ST
991,HOXB7,0.055238838129003,HOXB7,block2,Hist2ST
992,UBE2Z,0.2523965511380465,UBE2Z,block2,Hist2ST
993,ZNF652,0.2188266147847259,ZNF652,block2,Hist2ST
994,SPOP,0.1592198356155132,SPOP,block2,Hist2ST
995,SLC35B1,0.2477736038813625,SLC35B1,block2,Hist2ST
996,FAM117A,0.071697054912564,FAM117A,block2,Hist2ST
997,PDK2,0.1177172011137331,PDK2,block2,Hist2ST
998,EME1,0.111629462827403,EME1,block2,Hist2ST
999,TOB1,0.1678922338172796,TOB1,block2,Hist2ST
1000,TOM1L1,0.1867434197594189,TOM1L1,block2,Hist2ST
1001,CUEDC1,0.2170969965435311,CUEDC1,block2,Hist2ST
1002,VEZF1,0.2369708357038133,VEZF1,block2,Hist2ST
1003,RAD51C,0.2049994689263636,RAD51C,block2,Hist2ST
1004,CLTC,0.1457622089000828,CLTC,block2,Hist2ST
1005,PTRH2,0.2333402410653246,PTRH2,block2,Hist2ST
1006,DCAF7,0.2087846501846264,DCAF7,block2,Hist2ST
1007,CCDC47,0.2083906399929441,CCDC47,block2,Hist2ST
1008,DDX42,0.2476626282342246,DDX42,block2,Hist2ST
1009,DDX5,0.1691411093430456,DDX5,block2,Hist2ST
1010,CEP95,0.2000179470552683,CEP95,block2,Hist2ST
1011,SMURF2,0.1342806925498403,SMURF2,block2,Hist2ST
1012,CACNG4,0.1044447560912912,CACNG4,block2,Hist2ST
1013,HELZ,0.1988227225799895,HELZ,block2,Hist2ST
1014,PSMD12,0.2287146680110607,PSMD12,block2,Hist2ST
1015,NOL11,0.2336147071756465,NOL11,block2,Hist2ST
1016,KPNA2,0.2069155610766498,KPNA2,block2,Hist2ST
1017,AMZ2,0.2373653034338282,AMZ2,block2,Hist2ST
1018,ARSG,0.1354949444938493,ARSG,block2,Hist2ST
1019,WIPI1,0.1621418462405839,WIPI1,block2,Hist2ST
1020,SOX9,0.1448260818662826,SOX9,block2,Hist2ST
1021,SLC16A5,0.0407430153047082,SLC16A5,block2,Hist2ST
1022,QRICH2,0.0754326825875359,QRICH2,block2,Hist2ST
1023,CANT1,0.1506180960787716,CANT1,block2,Hist2ST
1024,SECTM1,0.1104611308735611,SECTM1,block2,Hist2ST
1025,WDR45B,0.2111295945856318,WDR45B,block2,Hist2ST
1026,RAB31,0.0881863722632551,RAB31,block2,Hist2ST
1027,RAB27B,0.1807757383087787,RAB27B,block2,Hist2ST
1028,TXNL1,0.2511554457314291,TXNL1,block2,Hist2ST
1029,SHC2,0.1386502616484033,SHC2,block2,Hist2ST
1030,AMH,0.0759281618260089,AMH,block2,Hist2ST
1031,JSRP1,0.0400624873530857,JSRP1,block2,Hist2ST
1032,TLE2,0.1794331151754242,TLE2,block2,Hist2ST
1033,CAPS,0.1869971936104344,CAPS,block2,Hist2ST
1034,ANGPTL4,-0.04975277716884,ANGPTL4,block2,Hist2ST
1035,DNMT1,0.1659379227643742,DNMT1,block2,Hist2ST
1036,LDLR,0.1553316085805834,LDLR,block2,Hist2ST
1037,CILP2,-0.0202699289944522,CILP2,block2,Hist2ST
1038,POP4,0.2599072540634703,POP4,block2,Hist2ST
1039,CCNE1,0.0905249493237449,CCNE1,block2,Hist2ST
1040,PDCD5,0.3050440103375188,PDCD5,block2,Hist2ST
1041,FXYD3,0.1449709167297111,FXYD3,block2,Hist2ST
1042,SYNE4,0.1587774286070803,SYNE4,block2,Hist2ST
1043,ZNF146,0.2332009825740462,ZNF146,block2,Hist2ST
1044,SIPA1L3,0.2373001233931643,SIPA1L3,block2,Hist2ST
1045,MAP4K1,0.1041922363850052,MAP4K1,block2,Hist2ST
1046,GMFG,0.145234580879313,GMFG,block2,Hist2ST
1047,ZFP36,0.13572425428398,ZFP36,block2,Hist2ST
1048,LYPD3,0.0848411845254979,LYPD3,block2,Hist2ST
1049,BCAM,0.1099574800106764,BCAM,block2,Hist2ST
1050,FOSB,0.0145508619248056,FOSB,block2,Hist2ST
1051,BCL2L12,0.1300511126338245,BCL2L12,block2,Hist2ST
1052,ZNF480,0.1488495645850576,ZNF480,block2,Hist2ST
1053,SH3YL1,0.1941612631008283,SH3YL1,block2,Hist2ST
1054,RSAD2,0.0864127657945446,RSAD2,block2,Hist2ST
1055,ID2,0.1888546976492356,ID2,block2,Hist2ST
1056,ASAP2,0.1709053460243806,ASAP2,block2,Hist2ST
1057,YWHAQ,0.1746584698475667,YWHAQ,block2,Hist2ST
1058,RRM2,0.2716510264972331,RRM2,block2,Hist2ST
1059,ODC1,0.1513458914173728,ODC1,block2,Hist2ST
1060,TRIB2,0.2953750134423468,TRIB2,block2,Hist2ST
1061,DDX1,0.1820792040289608,DDX1,block2,Hist2ST
1062,SMC6,0.138116122024713,SMC6,block2,Hist2ST
1063,EIF2AK2,0.1675352499614518,EIF2AK2,block2,Hist2ST
1064,CEBPZ,0.101442406142856,CEBPZ,block2,Hist2ST
1065,HNRNPLL,0.1875614407904403,HNRNPLL,block2,Hist2ST
1066,SRSF7,0.2638253481821977,SRSF7,block2,Hist2ST
1067,PKDCC,0.0265019270750537,PKDCC,block2,Hist2ST
1068,EPAS1,0.0364701715534857,EPAS1,block2,Hist2ST
1069,EPCAM,0.2146624293546845,EPCAM,block2,Hist2ST
1070,MSH2,0.1792187678547142,MSH2,block2,Hist2ST
1071,MTIF2,0.1368062143874713,MTIF2,block2,Hist2ST
1072,COMMD1,0.2199613731766635,COMMD1,block2,Hist2ST
1073,VPS54,0.1544601676435313,VPS54,block2,Hist2ST
1074,ANTXR1,0.0756173119535119,ANTXR1,block2,Hist2ST
1075,SNRPG,0.2565880145853731,SNRPG,block2,Hist2ST
1076,MPHOSPH10,0.1401069073552014,MPHOSPH10,block2,Hist2ST
1077,ZNF638,0.1934890532257346,ZNF638,block2,Hist2ST
1078,BOLA3,0.2401400829260203,BOLA3,block2,Hist2ST
1079,COA5,0.2525772775639048,COA5,block2,Hist2ST
1080,UNC50,0.1589598271122928,UNC50,block2,Hist2ST
1081,MGAT4A,0.1175710096870997,MGAT4A,block2,Hist2ST
1082,EIF5B,0.0975600709187895,EIF5B,block2,Hist2ST
1083,REV1,0.1075046174692742,REV1,block2,Hist2ST
1084,FHL2,0.1663416632625261,FHL2,block2,Hist2ST
1085,GCC2,0.093406023528024,GCC2,block2,Hist2ST
1086,LIMS1,0.0713511594608276,LIMS1,block2,Hist2ST
1087,RANBP2,0.1636375022478369,RANBP2,block2,Hist2ST
1088,SOWAHC,0.0623646836245471,SOWAHC,block2,Hist2ST
1089,IL1RN,0.0305404557090377,IL1RN,block2,Hist2ST
1090,NIFK,0.1901402362430729,NIFK,block2,Hist2ST
1091,IWS1,0.1476442918790152,IWS1,block2,Hist2ST
1092,HS6ST1,0.133710570064979,HS6ST1,block2,Hist2ST
1093,CXCR4,0.1290099890121918,CXCR4,block2,Hist2ST
1094,KYNU,0.0640864929359424,KYNU,block2,Hist2ST
1095,TANC1,0.1111152352233872,TANC1,block2,Hist2ST
1096,ITGB6,0.0859158068872572,ITGB6,block2,Hist2ST
1097,FAP,0.0319336987417559,FAP,block2,Hist2ST
1098,ITGA6,0.0326834137989289,ITGA6,block2,Hist2ST
1099,COL3A1,0.1632437013479712,COL3A1,block2,Hist2ST
1100,COL5A2,0.08646025185461,COL5A2,block2,Hist2ST
1101,WDR75,0.1039281082560444,WDR75,block2,Hist2ST
1102,SLC40A1,0.1143811737557859,SLC40A1,block2,Hist2ST
1103,ASNSD1,0.1681104419259863,ASNSD1,block2,Hist2ST
1104,ORMDL1,0.182191070615075,ORMDL1,block2,Hist2ST
1105,PMS1,0.100671057166215,PMS1,block2,Hist2ST
1106,STAT1,0.1865850541406566,STAT1,block2,Hist2ST
1107,SPATS2L,0.0667813712818957,SPATS2L,block2,Hist2ST
1108,TMEM237,0.0775970783836907,TMEM237,block2,Hist2ST
1109,FASTKD2,0.1582225488090047,FASTKD2,block2,Hist2ST
1110,FN1,0.153085158506092,FN1,block2,Hist2ST
1111,SP110,0.2379401542180166,SP110,block2,Hist2ST
1112,EFHD1,0.1931140145667873,EFHD1,block2,Hist2ST
1113,GPCPD1,0.1229121287383981,GPCPD1,block2,Hist2ST
1114,NAA20,0.3032140146721245,NAA20,block2,Hist2ST
1115,SAMHD1,0.089657148854598,SAMHD1,block2,Hist2ST
1116,SLPI,0.0412917900296986,SLPI,block2,Hist2ST
1117,SLC2A10,0.2508488993482317,SLC2A10,block2,Hist2ST
1118,SULF2,0.0748602317011872,SULF2,block2,Hist2ST
1119,PREX1,0.1506867318312907,PREX1,block2,Hist2ST
1120,ZNFX1,0.1565706449181752,ZNFX1,block2,Hist2ST
1121,PFDN4,0.2445635648860769,PFDN4,block2,Hist2ST
1122,BMP7,-0.018562254956411,BMP7,block2,Hist2ST
1123,LAMA5,0.1962161156565937,LAMA5,block2,Hist2ST
1124,EEF1A2,0.0809281629002217,EEF1A2,block2,Hist2ST
1125,HELZ2,0.1990233260582919,HELZ2,block2,Hist2ST
1126,STMN3,0.0631664206356998,STMN3,block2,Hist2ST
1127,CXADR,0.1432195259204631,CXADR,block2,Hist2ST
1128,ADAMTS1,0.1008669645413219,ADAMTS1,block2,Hist2ST
1129,CCT8,0.2732822843217606,CCT8,block2,Hist2ST
1130,MIS18A,0.1495668795861695,MIS18A,block2,Hist2ST
1131,MX1,0.1190064703013523,MX1,block2,Hist2ST
1132,TFF3,-0.0929734713866682,TFF3,block2,Hist2ST
1133,TRPM2,-0.0317186928541312,TRPM2,block2,Hist2ST
1134,SUMO3,0.2078534705567915,SUMO3,block2,Hist2ST
1135,PTTG1IP,0.201606414668311,PTTG1IP,block2,Hist2ST
1136,FAM207A,0.107239672147818,FAM207A,block2,Hist2ST
1137,SPATC1L,0.12455421398091,SPATC1L,block2,Hist2ST
1138,TBX1,0.1238765546329163,TBX1,block2,Hist2ST
1139,IGLC7,0.1041395225460912,IGLC7,block2,Hist2ST
1140,MMP11,0.1071356700031412,MMP11,block2,Hist2ST
1141,CHEK2,0.1268435693585523,CHEK2,block2,Hist2ST
1142,XBP1,0.0536917524443438,XBP1,block2,Hist2ST
1143,SEC14L2,0.0755824807918662,SEC14L2,block2,Hist2ST
1144,APOL6,0.195033475654859,APOL6,block2,Hist2ST
1145,APOL3,0.2033075858017392,APOL3,block2,Hist2ST
1146,APOL1,0.117695769271652,APOL1,block2,Hist2ST
1147,C1QTNF6,0.0737494939831006,C1QTNF6,block2,Hist2ST
1148,ADSL,0.1330085557210489,ADSL,block2,Hist2ST
1149,RBX1,0.1586599361876041,RBX1,block2,Hist2ST
1150,LSM3,0.2449294784763809,LSM3,block2,Hist2ST
1151,TOP2B,0.2154094103602323,TOP2B,block2,Hist2ST
1152,EXOSC7,0.2028778964768552,EXOSC7,block2,Hist2ST
1153,LTF,-0.0322479192544687,LTF,block2,Hist2ST
1154,GNL3,0.3050541380616619,GNL3,block2,Hist2ST
1155,PDHB,0.2058460505066414,PDHB,block2,Hist2ST
1156,THOC7,0.2728918660924991,THOC7,block2,Hist2ST
1157,PSMD6,0.2175455703675829,PSMD6,block2,Hist2ST
1158,COL8A1,0.0557605461598767,COL8A1,block2,Hist2ST
1159,CMSS1,0.1732636254940394,CMSS1,block2,Hist2ST
1160,NIT2,0.256101708408756,NIT2,block2,Hist2ST
1161,ATG3,0.1728654663313938,ATG3,block2,Hist2ST
1162,COX17,0.3107580505758979,COX17,block2,Hist2ST
1163,FSTL1,0.1084360341129939,FSTL1,block2,Hist2ST
1164,DTX3L,0.2187978898084151,DTX3L,block2,Hist2ST
1165,PARP14,0.1958872804577188,PARP14,block2,Hist2ST
1166,PDIA5,0.0478170326391319,PDIA5,block2,Hist2ST
1167,CHCHD6,0.165243976166714,CHCHD6,block2,Hist2ST
1168,PLSCR1,0.1801886069397224,PLSCR1,block2,Hist2ST
1169,HPS3,0.1493618230943875,HPS3,block2,Hist2ST
1170,CP,0.0463629339781986,CP,block2,Hist2ST
1171,PFN2,0.2333884852984006,PFN2,block2,Hist2ST
1172,SIAH2,0.1858481794140445,SIAH2,block2,Hist2ST
1173,RARRES1,0.0853714955621736,RARRES1,block2,Hist2ST
1174,TRIM59,0.0486123901921071,TRIM59,block2,Hist2ST
1175,SPTSSB,-0.0129086068442142,SPTSSB,block2,Hist2ST
1176,TNFSF10,0.2350360909005393,TNFSF10,block2,Hist2ST
1177,ECT2,0.2466036709124255,ECT2,block2,Hist2ST
1178,DNAJC19,0.2295702105762696,DNAJC19,block2,Hist2ST
1179,MCCC1,0.1582609259167123,MCCC1,block2,Hist2ST
1180,MAGEF1,0.236593397980678,MAGEF1,block2,Hist2ST
1181,RFC4,0.2286066096142685,RFC4,block2,Hist2ST
1182,APOD,0.005776861652269,APOD,block2,Hist2ST
1183,QDPR,0.2201346884742304,QDPR,block2,Hist2ST
1184,LAP3,0.1545232072193488,LAP3,block2,Hist2ST
1185,UGDH,0.2478147742081146,UGDH,block2,Hist2ST
1186,SMIM14,0.2193162660475233,SMIM14,block2,Hist2ST
1187,JCHAIN,0.1716203932322128,JCHAIN,block2,Hist2ST
1188,CXCL9,0.1490671733048907,CXCL9,block2,Hist2ST
1189,CXCL10,0.0919788617853216,CXCL10,block2,Hist2ST
1190,CXCL13,0.1597120480227388,CXCL13,block2,Hist2ST
1191,SPP1,0.0653788941442225,SPP1,block2,Hist2ST
1192,PPP3CA,0.098823733168135,PPP3CA,block2,Hist2ST
1193,PPA2,0.1793746339465771,PPA2,block2,Hist2ST
1194,NPNT,0.3198413625315852,NPNT,block2,Hist2ST
1195,EXOSC9,0.1885791869330822,EXOSC9,block2,Hist2ST
1196,NDUFC1,0.2520136874723469,NDUFC1,block2,Hist2ST
1197,ELMOD2,0.1977751488422224,ELMOD2,block2,Hist2ST
1198,TBC1D9,0.1071756464642089,TBC1D9,block2,Hist2ST
1199,FBXW7,0.0907032662437545,FBXW7,block2,Hist2ST
1200,PLEKHG4B,0.0054527455641747,PLEKHG4B,block2,Hist2ST
1201,CMBL,0.2434194464218587,CMBL,block2,Hist2ST
1202,ZNF622,0.1984201874540552,ZNF622,block2,Hist2ST
1203,DROSHA,0.1858509997208995,DROSHA,block2,Hist2ST
1204,BRIX1,0.2531448991544369,BRIX1,block2,Hist2ST
1205,DNAJC21,0.1825586575407466,DNAJC21,block2,Hist2ST
1206,NUP155,0.1988256907366711,NUP155,block2,Hist2ST
1207,IL6ST,0.0865530960228269,IL6ST,block2,Hist2ST
1208,CCNB1,0.2465958860901533,CCNB1,block2,Hist2ST
1209,NSA2,0.267517499442517,NSA2,block2,Hist2ST
1210,ZFYVE16,0.121928350489962,ZFYVE16,block2,Hist2ST
1211,CCNH,0.1510261468139241,CCNH,block2,Hist2ST
1212,NR2F1,0.0770548717138776,NR2F1,block2,Hist2ST
1213,HSD17B4,0.2359349918731107,HSD17B4,block2,Hist2ST
1214,LMNB1,0.2006206479860281,LMNB1,block2,Hist2ST
1215,GDF9,-0.0213518246045054,GDF9,block2,Hist2ST
1216,CXCL14,0.0202168879091691,CXCL14,block2,Hist2ST
1217,CXXC5,0.220625910284292,CXXC5,block2,Hist2ST
1218,PTTG1,0.3018022193145855,PTTG1,block2,Hist2ST
1219,STC2,0.2064676118755629,STC2,block2,Hist2ST
1220,FGFR4,0.0403074574591407,FGFR4,block2,Hist2ST
1221,SCGB3A1,0.0556468581196384,SCGB3A1,block2,Hist2ST
1222,PSMG4,0.2409605469664447,PSMG4,block2,Hist2ST
1223,ECI2,0.158089993773996,ECI2,block2,Hist2ST
1224,MCUR1,0.2628077973456102,MCUR1,block2,Hist2ST
1225,HIST1H2BD,0.3245464417611723,HIST1H2BD,block2,Hist2ST
1226,HLA-F,0.187540816470933,HLA-F,block2,Hist2ST
1227,ZNRD1,0.1792367973449816,ZNRD1,block2,Hist2ST
1228,HSPA1A,0.164439455892983,HSPA1A,block2,Hist2ST
1229,HLA-DRB5,0.1112133790611751,HLA-DRB5,block2,Hist2ST
1230,HLA-DQA1,0.1340831206496856,HLA-DQA1,block2,Hist2ST
1231,TAP1,0.1833556470689822,TAP1,block2,Hist2ST
1232,PSMB9,0.1598784506982245,PSMB9,block2,Hist2ST
1233,HLA-DPA1,0.1116854804442468,HLA-DPA1,block2,Hist2ST
1234,VPS52,0.191345302239878,VPS52,block2,Hist2ST
1235,MDFI,-0.0074608762001005,MDFI,block2,Hist2ST
1236,PTK7,-0.0220382612346018,PTK7,block2,Hist2ST
1237,TFAP2B,0.009733736538723,TFAP2B,block2,Hist2ST
1238,COL12A1,0.045170143752055,COL12A1,block2,Hist2ST
1239,MYO6,0.2706877570844547,MYO6,block2,Hist2ST
1240,SYNCRIP,0.1896367316018353,SYNCRIP,block2,Hist2ST
1241,RARS2,0.1466991186369387,RARS2,block2,Hist2ST
1242,CD24,0.0940759531351053,CD24,block2,Hist2ST
1243,GTF3C6,0.2494138517894887,GTF3C6,block2,Hist2ST
1244,HDAC2,0.2720718942030411,HDAC2,block2,Hist2ST
1245,COL10A1,0.0563071426982424,COL10A1,block2,Hist2ST
1246,MAN1A1,0.0644036216239983,MAN1A1,block2,Hist2ST
1247,HSF2,0.1343839251796511,HSF2,block2,Hist2ST
1248,SERINC1,0.1698903422059675,SERINC1,block2,Hist2ST
1249,SMPDL3A,0.0512622775547507,SMPDL3A,block2,Hist2ST
1250,HDDC2,0.2301745045864189,HDDC2,block2,Hist2ST
1251,CENPW,0.1733872290406939,CENPW,block2,Hist2ST
1252,PTPRK,0.129423693696691,PTPRK,block2,Hist2ST
1253,MED23,0.172943814539933,MED23,block2,Hist2ST
1254,ENPP1,0.126095192919296,ENPP1,block2,Hist2ST
1255,STX7,0.1939307850137759,STX7,block2,Hist2ST
1256,SLC18B1,0.0249717808329572,SLC18B1,block2,Hist2ST
1257,MAP7,0.1840972824968898,MAP7,block2,Hist2ST
1258,ARFGEF3,0.1818819821061754,ARFGEF3,block2,Hist2ST
1259,HEBP2,0.2847953464089709,HEBP2,block2,Hist2ST
1260,REPS1,0.1377780597535644,REPS1,block2,Hist2ST
1261,HECA,0.1392830984797699,HECA,block2,Hist2ST
1262,CITED2,0.2054692404890789,CITED2,block2,Hist2ST
1263,VTA1,0.230595657966651,VTA1,block2,Hist2ST
1264,ADGRG6,0.0930978553456452,ADGRG6,block2,Hist2ST
1265,HIVEP2,0.082851114037275,HIVEP2,block2,Hist2ST
1266,AIG1,0.2129774816938455,AIG1,block2,Hist2ST
1267,PEX3,0.1258063692117033,PEX3,block2,Hist2ST
1268,FUCA2,0.1914471822343707,FUCA2,block2,Hist2ST
1269,LTV1,0.1721425008188101,LTV1,block2,Hist2ST
1270,SF3B5,0.2076534364192872,SF3B5,block2,Hist2ST
1271,SASH1,0.0689522930539845,SASH1,block2,Hist2ST
1272,MTHFD1L,-0.0447765346448698,MTHFD1L,block2,Hist2ST
1273,FNDC1,0.0592891374815798,FNDC1,block2,Hist2ST
1274,PDCD2,0.2071007814180854,PDCD2,block2,Hist2ST
1275,LFNG,0.1454320165303077,LFNG,block2,Hist2ST
