,Pearson correlation,Gene,Slide,Method
TBX1,0.1238765546329163,TBX1,block2,Hist2ST
IGLC7,0.10413952254609123,IGLC7,block2,Hist2ST
MMP11,0.10713567000314128,MMP11,block2,Hist2ST
CHEK2,0.12684356935855234,CHEK2,block2,Hist2ST
XBP1,0.05369175244434385,XBP1,block2,Hist2ST
SEC14L2,0.0755824807918662,SEC14L2,block2,Hist2ST
APOL6,0.19503347565485907,APOL6,block2,Hist2ST
APOL3,0.2033075858017392,APOL3,block2,Hist2ST
APOL1,0.11769576927165204,APOL1,block2,Hist2ST
C1QTNF6,0.07374949398310067,C1QTNF6,block2,Hist2ST
ADSL,0.13300855572104894,ADSL,block2,Hist2ST
RBX1,0.15865993618760418,RBX1,block2,Hist2ST
LSM3,0.24492947847638097,LSM3,block2,Hist2ST
TOP2B,0.21540941036023234,TOP2B,block2,Hist2ST
EXOSC7,0.20287789647685522,EXOSC7,block2,Hist2ST
LTF,-0.0322479192544687,LTF,block2,Hist2ST
GNL3,0.30505413806166193,GNL3,block2,Hist2ST
PDHB,0.20584605050664143,PDHB,block2,Hist2ST
THOC7,0.27289186609249916,THOC7,block2,Hist2ST
PSMD6,0.2175455703675829,PSMD6,block2,Hist2ST
COL8A1,0.05576054615987676,COL8A1,block2,Hist2ST
CMSS1,0.17326362549403948,CMSS1,block2,Hist2ST
NIT2,0.256101708408756,NIT2,block2,Hist2ST
ATG3,0.1728654663313938,ATG3,block2,Hist2ST
COX17,0.3107580505758979,COX17,block2,Hist2ST
FSTL1,0.10843603411299398,FSTL1,block2,Hist2ST
DTX3L,0.2187978898084151,DTX3L,block2,Hist2ST
PARP14,0.19588728045771883,PARP14,block2,Hist2ST
PDIA5,0.0478170326391319,PDIA5,block2,Hist2ST
CHCHD6,0.165243976166714,CHCHD6,block2,Hist2ST
PLSCR1,0.1801886069397224,PLSCR1,block2,Hist2ST
HPS3,0.14936182309438753,HPS3,block2,Hist2ST
CP,0.04636293397819863,CP,block2,Hist2ST
PFN2,0.23338848529840062,PFN2,block2,Hist2ST
SIAH2,0.18584817941404458,SIAH2,block2,Hist2ST
RARRES1,0.08537149556217369,RARRES1,block2,Hist2ST
TRIM59,0.048612390192107106,TRIM59,block2,Hist2ST
SPTSSB,-0.01290860684421429,SPTSSB,block2,Hist2ST
TNFSF10,0.23503609090053934,TNFSF10,block2,Hist2ST
ECT2,0.24660367091242558,ECT2,block2,Hist2ST
DNAJC19,0.22957021057626967,DNAJC19,block2,Hist2ST
MCCC1,0.15826092591671237,MCCC1,block2,Hist2ST
MAGEF1,0.236593397980678,MAGEF1,block2,Hist2ST
RFC4,0.2286066096142685,RFC4,block2,Hist2ST
APOD,0.005776861652269093,APOD,block2,Hist2ST
QDPR,0.22013468847423043,QDPR,block2,Hist2ST
LAP3,0.15452320721934884,LAP3,block2,Hist2ST
UGDH,0.24781477420811462,UGDH,block2,Hist2ST
SMIM14,0.21931626604752338,SMIM14,block2,Hist2ST
JCHAIN,0.17162039323221284,JCHAIN,block2,Hist2ST
CXCL9,0.14906717330489078,CXCL9,block2,Hist2ST
CXCL10,0.09197886178532168,CXCL10,block2,Hist2ST
CXCL13,0.1597120480227388,CXCL13,block2,Hist2ST
SPP1,0.06537889414422256,SPP1,block2,Hist2ST
PPP3CA,0.09882373316813502,PPP3CA,block2,Hist2ST
PPA2,0.17937463394657718,PPA2,block2,Hist2ST
NPNT,0.31984136253158524,NPNT,block2,Hist2ST
EXOSC9,0.18857918693308223,EXOSC9,block2,Hist2ST
NDUFC1,0.2520136874723469,NDUFC1,block2,Hist2ST
ELMOD2,0.19777514884222244,ELMOD2,block2,Hist2ST
TBC1D9,0.1071756464642089,TBC1D9,block2,Hist2ST
FBXW7,0.09070326624375459,FBXW7,block2,Hist2ST
PLEKHG4B,0.005452745564174763,PLEKHG4B,block2,Hist2ST
CMBL,0.2434194464218587,CMBL,block2,Hist2ST
ZNF622,0.1984201874540552,ZNF622,block2,Hist2ST
DROSHA,0.18585099972089952,DROSHA,block2,Hist2ST
BRIX1,0.2531448991544369,BRIX1,block2,Hist2ST
DNAJC21,0.18255865754074663,DNAJC21,block2,Hist2ST
NUP155,0.1988256907366711,NUP155,block2,Hist2ST
IL6ST,0.08655309602282696,IL6ST,block2,Hist2ST
CCNB1,0.24659588609015332,CCNB1,block2,Hist2ST
NSA2,0.267517499442517,NSA2,block2,Hist2ST
ZFYVE16,0.12192835048996203,ZFYVE16,block2,Hist2ST
CCNH,0.15102614681392415,CCNH,block2,Hist2ST
NR2F1,0.07705487171387769,NR2F1,block2,Hist2ST
HSD17B4,0.23593499187311076,HSD17B4,block2,Hist2ST
LMNB1,0.20062064798602816,LMNB1,block2,Hist2ST
GDF9,-0.02135182460450544,GDF9,block2,Hist2ST
CXCL14,0.0202168879091691,CXCL14,block2,Hist2ST
CXXC5,0.220625910284292,CXXC5,block2,Hist2ST
PTTG1,0.30180221931458556,PTTG1,block2,Hist2ST
STC2,0.2064676118755629,STC2,block2,Hist2ST
FGFR4,0.04030745745914073,FGFR4,block2,Hist2ST
SCGB3A1,0.0556468581196384,SCGB3A1,block2,Hist2ST
PSMG4,0.24096054696644478,PSMG4,block2,Hist2ST
ECI2,0.15808999377399602,ECI2,block2,Hist2ST
MCUR1,0.2628077973456102,MCUR1,block2,Hist2ST
HIST1H2BD,0.32454644176117237,HIST1H2BD,block2,Hist2ST
HLA-F,0.18754081647093301,HLA-F,block2,Hist2ST
ZNRD1,0.1792367973449816,ZNRD1,block2,Hist2ST
HSPA1A,0.16443945589298306,HSPA1A,block2,Hist2ST
HLA-DRB5,0.11121337906117518,HLA-DRB5,block2,Hist2ST
HLA-DQA1,0.1340831206496856,HLA-DQA1,block2,Hist2ST
TAP1,0.18335564706898225,TAP1,block2,Hist2ST
PSMB9,0.15987845069822454,PSMB9,block2,Hist2ST
HLA-DPA1,0.11168548044424688,HLA-DPA1,block2,Hist2ST
VPS52,0.191345302239878,VPS52,block2,Hist2ST
MDFI,-0.007460876200100578,MDFI,block2,Hist2ST
PTK7,-0.02203826123460187,PTK7,block2,Hist2ST
TFAP2B,0.009733736538723076,TFAP2B,block2,Hist2ST
COL12A1,0.045170143752055025,COL12A1,block2,Hist2ST
MYO6,0.27068775708445475,MYO6,block2,Hist2ST
SYNCRIP,0.1896367316018353,SYNCRIP,block2,Hist2ST
RARS2,0.14669911863693877,RARS2,block2,Hist2ST
CD24,0.09407595313510532,CD24,block2,Hist2ST
GTF3C6,0.24941385178948877,GTF3C6,block2,Hist2ST
HDAC2,0.2720718942030411,HDAC2,block2,Hist2ST
COL10A1,0.05630714269824248,COL10A1,block2,Hist2ST
MAN1A1,0.06440362162399835,MAN1A1,block2,Hist2ST
HSF2,0.13438392517965117,HSF2,block2,Hist2ST
SERINC1,0.16989034220596755,SERINC1,block2,Hist2ST
SMPDL3A,0.051262277554750706,SMPDL3A,block2,Hist2ST
HDDC2,0.23017450458641897,HDDC2,block2,Hist2ST
CENPW,0.17338722904069392,CENPW,block2,Hist2ST
PTPRK,0.12942369369669107,PTPRK,block2,Hist2ST
MED23,0.17294381453993302,MED23,block2,Hist2ST
ENPP1,0.12609519291929605,ENPP1,block2,Hist2ST
STX7,0.19393078501377595,STX7,block2,Hist2ST
SLC18B1,0.02497178083295727,SLC18B1,block2,Hist2ST
MAP7,0.1840972824968898,MAP7,block2,Hist2ST
ARFGEF3,0.18188198210617543,ARFGEF3,block2,Hist2ST
HEBP2,0.2847953464089709,HEBP2,block2,Hist2ST
REPS1,0.13777805975356444,REPS1,block2,Hist2ST
HECA,0.13928309847976994,HECA,block2,Hist2ST
CITED2,0.20546924048907897,CITED2,block2,Hist2ST
VTA1,0.23059565796665105,VTA1,block2,Hist2ST
ADGRG6,0.09309785534564527,ADGRG6,block2,Hist2ST
HIVEP2,0.08285111403727509,HIVEP2,block2,Hist2ST
AIG1,0.21297748169384556,AIG1,block2,Hist2ST
PEX3,0.1258063692117033,PEX3,block2,Hist2ST
FUCA2,0.19144718223437077,FUCA2,block2,Hist2ST
LTV1,0.1721425008188101,LTV1,block2,Hist2ST
SF3B5,0.20765343641928727,SF3B5,block2,Hist2ST
SASH1,0.06895229305398456,SASH1,block2,Hist2ST
MTHFD1L,-0.04477653464486985,MTHFD1L,block2,Hist2ST
FNDC1,0.0592891374815798,FNDC1,block2,Hist2ST
PDCD2,0.20710078141808544,PDCD2,block2,Hist2ST
LFNG,0.14543201653030774,LFNG,block2,Hist2ST
GLCCI1,0.14406984615221824,GLCCI1,block2,Hist2ST
PHF14,0.13775929327006775,PHF14,block2,Hist2ST
TSPAN13,0.31951490303153196,TSPAN13,block2,Hist2ST
AGR2,0.20230946815184195,AGR2,block2,Hist2ST
GPNMB,0.08819354268767508,GPNMB,block2,Hist2ST
TRIL,0.0866077722293334,TRIL,block2,Hist2ST
SFRP4,0.1805250713910718,SFRP4,block2,Hist2ST
H2AFV,0.2771039629574075,H2AFV,block2,Hist2ST
UPP1,0.03246617964308459,UPP1,block2,Hist2ST
BAZ1B,0.1793583043050914,BAZ1B,block2,Hist2ST
CD36,0.04221995302945641,CD36,block2,Hist2ST
SEMA3C,0.15975489282724734,SEMA3C,block2,Hist2ST
COL1A2,0.24039808953567326,COL1A2,block2,Hist2ST
TRIP6,0.11046662340794369,TRIP6,block2,Hist2ST
ACHE,0.00919698719039053,ACHE,block2,Hist2ST
SERPINE1,0.08051336364847607,SERPINE1,block2,Hist2ST
NUP205,0.14196496602770128,NUP205,block2,Hist2ST
PARP12,0.17483783980294904,PARP12,block2,Hist2ST
SSBP1,0.23989310939490432,SSBP1,block2,Hist2ST
TRBC2,0.20312455890279021,TRBC2,block2,Hist2ST
PIP,0.23698081949640892,PIP,block2,Hist2ST
CNTNAP2,0.09065540127390179,CNTNAP2,block2,Hist2ST
EZH2,0.18616436227582736,EZH2,block2,Hist2ST
NUB1,0.17523845081098233,NUB1,block2,Hist2ST
PCM1,0.17629361021275383,PCM1,block2,Hist2ST
KIF13B,0.10868323164817931,KIF13B,block2,Hist2ST
ERLIN2,0.08911522752077376,ERLIN2,block2,Hist2ST
BRF2,0.16420263018921816,BRF2,block2,Hist2ST
ADGRA2,0.07454428495107307,ADGRA2,block2,Hist2ST
RAB11FIP1,-0.017435334810950786,RAB11FIP1,block2,Hist2ST
EIF4EBP1,0.05222692690616479,EIF4EBP1,block2,Hist2ST
ASH2L,0.11585789209250172,ASH2L,block2,Hist2ST
LSM1,0.19513198930391454,LSM1,block2,Hist2ST
PLPP5,0.21013356613405282,PLPP5,block2,Hist2ST
DDHD2,0.19564827119698308,DDHD2,block2,Hist2ST
FGFR1,0.26306618863854947,FGFR1,block2,Hist2ST
TM2D2,0.1673799556716488,TM2D2,block2,Hist2ST
HOOK3,0.11740313667068575,HOOK3,block2,Hist2ST
CEBPD,0.22733060685362813,CEBPD,block2,Hist2ST
ATP6V1H,0.2358380007550082,ATP6V1H,block2,Hist2ST
GGH,0.2064392268843539,GGH,block2,Hist2ST
RDH10,0.09751465260844933,RDH10,block2,Hist2ST
E2F5,0.15542786049068624,E2F5,block2,Hist2ST
WWP1,0.16325615288627962,WWP1,block2,Hist2ST
RMDN1,0.2257799097718875,RMDN1,block2,Hist2ST
CPNE3,0.22190759908479485,CPNE3,block2,Hist2ST
INTS8,0.3003025890815746,INTS8,block2,Hist2ST
TSPYL5,0.2139644228169512,TSPYL5,block2,Hist2ST
EIF3E,0.2142716101821031,EIF3E,block2,Hist2ST
ENY2,0.23019777213776918,ENY2,block2,Hist2ST
TRPS1,0.17628742218371654,TRPS1,block2,Hist2ST
RAD21,0.24148006188500795,RAD21,block2,Hist2ST
ATAD2,0.27793796340657606,ATAD2,block2,Hist2ST
FBXO32,0.20474492871427305,FBXO32,block2,Hist2ST
TATDN1,0.23663481363789693,TATDN1,block2,Hist2ST
NSMCE2,0.2541321383451316,NSMCE2,block2,Hist2ST
ASAP1,0.16154469041411684,ASAP1,block2,Hist2ST
NDRG1,0.1673084813702095,NDRG1,block2,Hist2ST
PSCA,0.08715855139846586,PSCA,block2,Hist2ST
GLI4,0.23352977513587103,GLI4,block2,Hist2ST
TOP1MT,0.13558582225964783,TOP1MT,block2,Hist2ST
EPPK1,0.13315797579509595,EPPK1,block2,Hist2ST
OPLAH,0.17846381137044784,OPLAH,block2,Hist2ST
SLC39A4,0.2248355957573011,SLC39A4,block2,Hist2ST
LRRC24,0.03913287527496173,LRRC24,block2,Hist2ST
VLDLR,-0.042638284110108914,VLDLR,block2,Hist2ST
PLGRKT,0.23743707777199471,PLGRKT,block2,Hist2ST
NDUFB6,0.2795683818472933,NDUFB6,block2,Hist2ST
CCL19,0.23584959382649257,CCL19,block2,Hist2ST
CCL21,0.21044466704280268,CCL21,block2,Hist2ST
DCAF10,0.1237633643411767,DCAF10,block2,Hist2ST
GCNT1,0.07580530868450741,GCNT1,block2,Hist2ST
TLE1,0.1900479098851478,TLE1,block2,Hist2ST
SPIN1,0.20358186892000357,SPIN1,block2,Hist2ST
ASPN,0.04728163018753226,ASPN,block2,Hist2ST
WNK2,0.10111503500395377,WNK2,block2,Hist2ST
FBP1,0.1719287637592629,FBP1,block2,Hist2ST
TGFBR1,0.08620050324067871,TGFBR1,block2,Hist2ST
ERP44,0.13664380485115246,ERP44,block2,Hist2ST
TEX10,0.13695554905351084,TEX10,block2,Hist2ST
TNC,0.0454104617907911,TNC,block2,Hist2ST
PSMD5,0.19586049830582683,PSMD5,block2,Hist2ST
PHF19,0.06254626303018877,PHF19,block2,Hist2ST
STOM,0.12537595684726932,STOM,block2,Hist2ST
PRRX2,-0.05932105776083263,PRRX2,block2,Hist2ST
NUP214,0.19144032508560152,NUP214,block2,Hist2ST
PTGDS,0.17986206711685623,PTGDS,block2,Hist2ST
OFD1,0.18493208003323666,OFD1,block2,Hist2ST
SMS,0.24798519472279978,SMS,block2,Hist2ST
CYBB,0.12204055046350584,CYBB,block2,Hist2ST
ITM2A,0.1006434279960897,ITM2A,block2,Hist2ST
SH3BGRL,0.2390769849583865,SH3BGRL,block2,Hist2ST
BEX3,0.21067537621911137,BEX3,block2,Hist2ST
PHF6,0.2245120172681396,PHF6,block2,Hist2ST
