train_loss,mse,recon_loss,epoch,step
1.1696733236312866,0.20923647284507751,0.09604368358850479,0,49
0.9547719955444336,0.16005495190620422,0.07947170734405518,0,99
1.0580832958221436,0.20153379440307617,0.08565494418144226,0,149
0.9032555818557739,0.1933838129043579,0.07098717987537384,0,199
0.9065124988555908,0.20007991790771484,0.07064326107501984,0,249
0.8576353788375854,0.1849609911441803,0.06726744025945663,1,299
0.6950455904006958,0.15960736572742462,0.0535438247025013,1,349
0.7612897157669067,0.1657809168100357,0.05955088138580322,1,399
0.7017645835876465,0.17055484652519226,0.053120970726013184,1,449
0.6929450035095215,0.1839844286441803,0.050896063446998596,1,499
0.6349760293960571,0.17300072312355042,0.04619752615690231,2,549
0.6083619594573975,0.17329710721969604,0.04350648447871208,2,599
0.635729193687439,0.19801285862922668,0.04377163574099541,2,649
0.6297264099121094,0.18795229494571686,0.04417740926146507,2,699
0.6166554093360901,0.19236892461776733,0.042428649961948395,2,749
0.5483496189117432,0.16291750967502594,0.0385432094335556,3,799
0.5790711045265198,0.17021307349205017,0.0408858023583889,3,849
0.6419122219085693,0.20188197493553162,0.04400302842259407,3,899
0.6089088916778564,0.1990092396736145,0.04098996892571449,3,949
0.5060293078422546,0.15930026769638062,0.03467290475964546,3,999
0.49762797355651855,0.17286473512649536,0.03247632458806038,4,1049
0.5232855677604675,0.1608370691537857,0.03624485060572624,4,1099
0.5691394805908203,0.19792744517326355,0.03712119907140732,4,1149
0.5297984480857849,0.15563566982746124,0.037416279315948486,4,1199
0.512905478477478,0.19039329886436462,0.03225121647119522,4,1249
0.5058281421661377,0.15016721189022064,0.035566091537475586,5,1299
0.46761494874954224,0.16159993410110474,0.03060150146484375,5,1349
0.48887696862220764,0.16413387656211853,0.03247430920600891,5,1399
0.5009673833847046,0.18802481889724731,0.031294260174036026,5,1449
0.45571237802505493,0.1851387619972229,0.027057362720370293,5,1499
0.4244653582572937,0.17946022748947144,0.024500511586666107,6,1549
0.45619964599609375,0.18217192590236664,0.027402769774198532,6,1599
0.41785097122192383,0.15175557136535645,0.02660953998565674,6,1649
0.5015566945075989,0.19906717538833618,0.03024895116686821,6,1699
0.4548361599445343,0.15193670988082886,0.030289946123957634,6,1749
0.44169968366622925,0.17498798668384552,0.026671167463064194,7,1799
0.48033958673477173,0.19465641677379608,0.028568318113684654,7,1849
0.4660828113555908,0.19542472064495087,0.027065807953476906,7,1899
0.437633752822876,0.15300428867340088,0.02846294641494751,7,1949
0.46939384937286377,0.20229372382164001,0.026710012927651405,7,1999
0.4047996997833252,0.1707538217306137,0.023404588922858238,8,2049
0.4209076762199402,0.1688060462474823,0.02521016262471676,8,2099
0.4599257707595825,0.19611211121082306,0.026381364092230797,8,2149
0.4039965271949768,0.16958017647266388,0.023441633209586143,8,2199
0.4257321357727051,0.15678541362285614,0.026894673705101013,8,2249
0.4245954155921936,0.18952782452106476,0.023506760597229004,9,2299
0.42665112018585205,0.1922115832567215,0.023443954065442085,9,2349
0.41523849964141846,0.15457212924957275,0.02606663666665554,9,2399
0.3874891996383667,0.17854738235473633,0.020894180983304977,9,2449
0.3865298330783844,0.1703135073184967,0.02162163332104683,9,2499
0.40875867009162903,0.1585368812084198,0.025022178888320923,10,2549
0.43813735246658325,0.20115704834461212,0.023698028177022934,10,2599
0.44533801078796387,0.200278639793396,0.024505935609340668,10,2649
0.3964937627315521,0.17775657773017883,0.0218737181276083,10,2699
0.3797781765460968,0.17772351205348969,0.020205466076731682,10,2749
0.420646607875824,0.1979450136423111,0.022270159795880318,11,2799
0.38208115100860596,0.16787709295749664,0.02142040804028511,11,2849
0.35133883357048035,0.16255782544612885,0.01887810043990612,11,2899
0.3492060601711273,0.1614323854446411,0.01877736672759056,11,2949
0.42444920539855957,0.19804105162620544,0.022640815004706383,11,2999
0.3886536955833435,0.18764284253120422,0.020101087167859077,12,3049
0.41342246532440186,0.20071490108966827,0.0212707556784153,12,3099
0.37641632556915283,0.1815262734889984,0.01948900707066059,12,3149
0.41331663727760315,0.19202157855033875,0.02212950587272644,12,3199
0.42123180627822876,0.2015734761953354,0.021965833380818367,12,3249
0.40684136748313904,0.1897241473197937,0.021711722016334534,13,3299
0.40951108932495117,0.20055259764194489,0.02089584805071354,13,3349
0.3869479298591614,0.18722400069236755,0.019972393289208412,13,3399
0.3600998520851135,0.16599072515964508,0.019410911947488785,13,3449
0.413838267326355,0.20163176953792572,0.021220648661255836,13,3499
0.37983810901641846,0.17360395193099976,0.02062341570854187,14,3549
0.3902937173843384,0.19099560379981995,0.019929813221096992,14,3599
0.4003331661224365,0.19442829489707947,0.020590486004948616,14,3649
0.3789673149585724,0.178529292345047,0.02004380151629448,14,3699
0.35285788774490356,0.16659268736839294,0.018626518547534943,14,3749
0.3708145022392273,0.18485814332962036,0.018595634028315544,15,3799
0.38190990686416626,0.1888919323682785,0.019301796332001686,15,3849
0.3494783639907837,0.1684129387140274,0.01810654066503048,15,3899
0.37256115674972534,0.18858341872692108,0.018397772684693336,15,3949
0.37588176131248474,0.15713229775428772,0.021874945610761642,15,3999
0.34596556425094604,0.1690327674150467,0.017693281173706055,16,4049
0.3480803966522217,0.1637914478778839,0.018428895622491837,16,4099
0.38176047801971436,0.15523792803287506,0.02265225350856781,16,4149
0.34077879786491394,0.16692912578582764,0.0173849668353796,16,4199
0.35623899102211,0.1697532683610916,0.018648572266101837,16,4249
0.36323195695877075,0.18704445660114288,0.017618749290704727,17,4299
0.3965302109718323,0.20198170840740204,0.019454851746559143,17,4349
0.3611851632595062,0.17574402689933777,0.018544113263487816,17,4399
0.36643290519714355,0.15616224706172943,0.021027065813541412,17,4449
0.33358505368232727,0.1670563966035843,0.016652865335345268,17,4499
0.3529095947742462,0.1738101840019226,0.0179099403321743,18,4549
0.3891720175743103,0.19956034421920776,0.018961166962981224,18,4599
0.32030874490737915,0.16134929656982422,0.015895945951342583,18,4649
0.39019984006881714,0.19553197920322418,0.019466783851385117,18,4699
0.35011404752731323,0.16690771281719208,0.018320633098483086,18,4749
0.3970668911933899,0.1948162168264389,0.02022506669163704,19,4799
0.37847644090652466,0.19574178755283356,0.01827346719801426,19,4849
0.3250679075717926,0.160114124417305,0.01649537868797779,19,4899
0.3454101085662842,0.155181884765625,0.019022822380065918,19,4949
0.32881301641464233,0.1600051373243332,0.016880786046385765,19,4999
0.33970826864242554,0.1667875498533249,0.017292071133852005,20,5049
0.3454623222351074,0.16616792976856232,0.01792943850159645,20,5099
0.38743922114372253,0.1988072246313095,0.018863199278712273,20,5149
0.338911771774292,0.16415910422801971,0.017475267872214317,20,5199
0.3635575473308563,0.149532288312912,0.021402526646852493,20,5249
0.3474562168121338,0.1728535145521164,0.01746027171611786,21,5299
0.38990017771720886,0.199135884642601,0.019076429307460785,21,5349
0.3866460621356964,0.1994805485010147,0.01871655136346817,21,5399
0.38878321647644043,0.20185251533985138,0.018693068996071815,21,5449
0.37714266777038574,0.1979396492242813,0.017920304089784622,21,5499
0.35097700357437134,0.15241320431232452,0.01985638216137886,22,5549
0.3422507047653198,0.18432246148586273,0.01579282619059086,22,5599
0.34878915548324585,0.1811377853155136,0.016765138134360313,22,5649
0.34660282731056213,0.16813765466213226,0.017846517264842987,22,5699
0.30849045515060425,0.1531096249818802,0.01553808432072401,22,5749
0.3172708749771118,0.166934534907341,0.015033632516860962,23,5799
0.34413430094718933,0.14911924302577972,0.01950150541961193,23,5849
0.37453681230545044,0.1956571638584137,0.017887966707348824,23,5899
0.3577275276184082,0.18779845535755157,0.016992906108498573,23,5949
0.36988139152526855,0.19384050369262695,0.01760409027338028,23,5999
0.3573196828365326,0.17152801156044006,0.018579166382551193,24,6049
0.35370683670043945,0.19232237339019775,0.01613844558596611,24,6099
0.34137746691703796,0.14729885756969452,0.019407860934734344,24,6149
0.3259280323982239,0.16940023005008698,0.01565278135240078,24,6199
0.39778563380241394,0.20426365733146667,0.019352197647094727,24,6249
0.3480647802352905,0.16948169469833374,0.01785830780863762,25,6299
0.35021835565567017,0.15075860917568207,0.01994597539305687,25,6349
0.34039306640625,0.1447850614786148,0.01956080086529255,25,6399
0.3196377754211426,0.16973139345645905,0.014990637078881264,25,6449
0.3345176577568054,0.16928936541080475,0.016522828489542007,25,6499
0.30903053283691406,0.15769021213054657,0.01513403095304966,26,6549
0.3643564283847809,0.16270394623279572,0.020165247842669487,26,6599
0.34622520208358765,0.18694409728050232,0.015928110107779503,26,6649
0.31124135851860046,0.16397708654403687,0.014726427383720875,26,6699
0.36924469470977783,0.19369393587112427,0.017555074766278267,26,6749
0.34224992990493774,0.1927538812160492,0.014949603006243706,27,6799
0.3485702872276306,0.18459802865982056,0.016397224739193916,27,6849
0.3326772451400757,0.16450487077236176,0.016817238181829453,27,6899
