,Pearson correlation,Gene,Slide,Method
HELZ2,0.01493657722714142,HELZ2,1142243F,HisToGene
STMN3,0.018511309891889198,STMN3,1142243F,HisToGene
CXADR,0.033854530302058955,CXADR,1142243F,HisToGene
ADAMTS1,0.04842110499024855,ADAMTS1,1142243F,HisToGene
CCT8,0.0860893034586838,CCT8,1142243F,HisToGene
MIS18A,0.08269727114037376,MIS18A,1142243F,HisToGene
MX1,0.055725402421046316,MX1,1142243F,HisToGene
TFF3,0.014494503960395269,TFF3,1142243F,HisToGene
TRPM2,0.027799122331666645,TRPM2,1142243F,HisToGene
SUMO3,0.03858780410416396,SUMO3,1142243F,HisToGene
PTTG1IP,0.010904616181034823,PTTG1IP,1142243F,HisToGene
FAM207A,0.014205595328439546,FAM207A,1142243F,HisToGene
SPATC1L,0.03409807190875136,SPATC1L,1142243F,HisToGene
TBX1,0.05871278104099122,TBX1,1142243F,HisToGene
IGLC7,0.10729264208516974,IGLC7,1142243F,HisToGene
MMP11,0.0014508951374663883,MMP11,1142243F,HisToGene
CHEK2,0.06692401009127882,CHEK2,1142243F,HisToGene
XBP1,0.010725942442983733,XBP1,1142243F,HisToGene
SEC14L2,0.007810826734558839,SEC14L2,1142243F,HisToGene
APOL6,0.03130976751423008,APOL6,1142243F,HisToGene
APOL3,0.005166647210909806,APOL3,1142243F,HisToGene
APOL1,0.035270105029242785,APOL1,1142243F,HisToGene
C1QTNF6,0.025901204813510995,C1QTNF6,1142243F,HisToGene
ADSL,0.06521959393066494,ADSL,1142243F,HisToGene
RBX1,0.040447472338056296,RBX1,1142243F,HisToGene
LSM3,0.04811335902197408,LSM3,1142243F,HisToGene
TOP2B,0.06301839080883671,TOP2B,1142243F,HisToGene
EXOSC7,0.04841316589382924,EXOSC7,1142243F,HisToGene
LTF,0.04842533239593062,LTF,1142243F,HisToGene
GNL3,0.05879988970764423,GNL3,1142243F,HisToGene
PDHB,0.031036329972335273,PDHB,1142243F,HisToGene
THOC7,0.0419537744155582,THOC7,1142243F,HisToGene
PSMD6,0.030163189434199846,PSMD6,1142243F,HisToGene
COL8A1,0.09259326185941395,COL8A1,1142243F,HisToGene
CMSS1,0.02242859015776827,CMSS1,1142243F,HisToGene
NIT2,0.057871218123831496,NIT2,1142243F,HisToGene
ATG3,0.04652386081365988,ATG3,1142243F,HisToGene
COX17,0.10416528165291145,COX17,1142243F,HisToGene
FSTL1,0.09869134151720747,FSTL1,1142243F,HisToGene
DTX3L,0.046968248594580944,DTX3L,1142243F,HisToGene
PARP14,0.07665781224837237,PARP14,1142243F,HisToGene
PDIA5,0.05254077694051565,PDIA5,1142243F,HisToGene
CHCHD6,0.033030081152215986,CHCHD6,1142243F,HisToGene
PLSCR1,0.04155858321566958,PLSCR1,1142243F,HisToGene
HPS3,0.03551302616548395,HPS3,1142243F,HisToGene
CP,0.059049373328987326,CP,1142243F,HisToGene
PFN2,0.049885399767140584,PFN2,1142243F,HisToGene
SIAH2,0.025914520248080403,SIAH2,1142243F,HisToGene
RARRES1,-0.02850349077898672,RARRES1,1142243F,HisToGene
TRIM59,0.024032468048556438,TRIM59,1142243F,HisToGene
SPTSSB,-0.0019112408186376956,SPTSSB,1142243F,HisToGene
TNFSF10,0.03685337486100433,TNFSF10,1142243F,HisToGene
ECT2,0.06410692372157163,ECT2,1142243F,HisToGene
DNAJC19,0.09557147538122783,DNAJC19,1142243F,HisToGene
MCCC1,0.07794881845320062,MCCC1,1142243F,HisToGene
MAGEF1,0.10932165189772299,MAGEF1,1142243F,HisToGene
RFC4,0.06579474692174961,RFC4,1142243F,HisToGene
APOD,0.007008120304661948,APOD,1142243F,HisToGene
QDPR,0.03333542699917311,QDPR,1142243F,HisToGene
LAP3,0.060268746276675694,LAP3,1142243F,HisToGene
UGDH,0.04099146878567672,UGDH,1142243F,HisToGene
SMIM14,0.055887880107223786,SMIM14,1142243F,HisToGene
JCHAIN,0.016939478869543775,JCHAIN,1142243F,HisToGene
CXCL9,0.07230503724363291,CXCL9,1142243F,HisToGene
CXCL10,0.029312548015994075,CXCL10,1142243F,HisToGene
CXCL13,0.04723228044486073,CXCL13,1142243F,HisToGene
SPP1,0.18411840235400626,SPP1,1142243F,HisToGene
PPP3CA,0.00373342877639112,PPP3CA,1142243F,HisToGene
PPA2,0.03751710301052708,PPA2,1142243F,HisToGene
NPNT,0.028115495569053846,NPNT,1142243F,HisToGene
EXOSC9,0.06528276743080008,EXOSC9,1142243F,HisToGene
NDUFC1,0.029876699084020495,NDUFC1,1142243F,HisToGene
ELMOD2,0.05382868797464159,ELMOD2,1142243F,HisToGene
TBC1D9,0.014762060617399899,TBC1D9,1142243F,HisToGene
FBXW7,0.054838444314979924,FBXW7,1142243F,HisToGene
PLEKHG4B,0.05807147163716962,PLEKHG4B,1142243F,HisToGene
CMBL,0.006532656745053002,CMBL,1142243F,HisToGene
ZNF622,0.0630636074044054,ZNF622,1142243F,HisToGene
DROSHA,-0.0015528170308700268,DROSHA,1142243F,HisToGene
BRIX1,0.045448729256376025,BRIX1,1142243F,HisToGene
DNAJC21,0.029690842893206948,DNAJC21,1142243F,HisToGene
NUP155,0.026546488474921113,NUP155,1142243F,HisToGene
IL6ST,0.03385925013387143,IL6ST,1142243F,HisToGene
CCNB1,0.04496378178775392,CCNB1,1142243F,HisToGene
NSA2,0.06722468279363117,NSA2,1142243F,HisToGene
ZFYVE16,0.02388323248872746,ZFYVE16,1142243F,HisToGene
CCNH,0.028981389212357545,CCNH,1142243F,HisToGene
NR2F1,0.00592562343444943,NR2F1,1142243F,HisToGene
HSD17B4,0.01332818650967912,HSD17B4,1142243F,HisToGene
LMNB1,0.08923833641980286,LMNB1,1142243F,HisToGene
GDF9,0.01154913458789593,GDF9,1142243F,HisToGene
CXCL14,0.009840189851264818,CXCL14,1142243F,HisToGene
CXXC5,-0.007962298848666914,CXXC5,1142243F,HisToGene
PTTG1,0.04165828619052613,PTTG1,1142243F,HisToGene
STC2,0.01922373119644277,STC2,1142243F,HisToGene
FGFR4,0.021147644369201586,FGFR4,1142243F,HisToGene
SCGB3A1,0.05727937637661894,SCGB3A1,1142243F,HisToGene
PSMG4,0.033615241477263594,PSMG4,1142243F,HisToGene
ECI2,0.024336479159075802,ECI2,1142243F,HisToGene
MCUR1,0.05472331625321657,MCUR1,1142243F,HisToGene
HIST1H2BD,0.00021261362268613915,HIST1H2BD,1142243F,HisToGene
HLA-F,0.030557825525234124,HLA-F,1142243F,HisToGene
ZNRD1,0.028152233302158422,ZNRD1,1142243F,HisToGene
HSPA1A,0.047641367316283115,HSPA1A,1142243F,HisToGene
HLA-DRB5,0.02039208417305498,HLA-DRB5,1142243F,HisToGene
HLA-DQA1,0.0826934033496613,HLA-DQA1,1142243F,HisToGene
TAP1,0.02594932437018263,TAP1,1142243F,HisToGene
PSMB9,0.057345107335245546,PSMB9,1142243F,HisToGene
HLA-DPA1,0.04185985562561263,HLA-DPA1,1142243F,HisToGene
VPS52,0.04828733227092845,VPS52,1142243F,HisToGene
MDFI,0.0630368057633286,MDFI,1142243F,HisToGene
PTK7,0.0459179651759451,PTK7,1142243F,HisToGene
TFAP2B,0.005905955254229452,TFAP2B,1142243F,HisToGene
COL12A1,-0.017089295562613037,COL12A1,1142243F,HisToGene
MYO6,0.05481904887743501,MYO6,1142243F,HisToGene
SYNCRIP,0.042303254997839775,SYNCRIP,1142243F,HisToGene
RARS2,0.059653814911341724,RARS2,1142243F,HisToGene
CD24,-0.0018405023734232428,CD24,1142243F,HisToGene
GTF3C6,0.053260549778278966,GTF3C6,1142243F,HisToGene
HDAC2,0.04846066870973284,HDAC2,1142243F,HisToGene
COL10A1,0.12146735330860614,COL10A1,1142243F,HisToGene
MAN1A1,0.025687923990679682,MAN1A1,1142243F,HisToGene
HSF2,0.03035672456884434,HSF2,1142243F,HisToGene
SERINC1,0.0077182747863696645,SERINC1,1142243F,HisToGene
SMPDL3A,0.010944461284407863,SMPDL3A,1142243F,HisToGene
HDDC2,0.052220581960337895,HDDC2,1142243F,HisToGene
CENPW,-0.020606131823689335,CENPW,1142243F,HisToGene
PTPRK,0.027680280484378695,PTPRK,1142243F,HisToGene
MED23,0.07399661188092302,MED23,1142243F,HisToGene
ENPP1,0.0013037734668055207,ENPP1,1142243F,HisToGene
STX7,0.06962871854767577,STX7,1142243F,HisToGene
SLC18B1,0.015844589060860306,SLC18B1,1142243F,HisToGene
MAP7,0.03324117175393015,MAP7,1142243F,HisToGene
ARFGEF3,0.027268275971066312,ARFGEF3,1142243F,HisToGene
HEBP2,0.03056457049698981,HEBP2,1142243F,HisToGene
REPS1,0.07031902569699382,REPS1,1142243F,HisToGene
HECA,0.02289823085421029,HECA,1142243F,HisToGene
CITED2,0.0360223088645066,CITED2,1142243F,HisToGene
VTA1,0.041776159179978505,VTA1,1142243F,HisToGene
ADGRG6,0.05902530999358227,ADGRG6,1142243F,HisToGene
HIVEP2,0.03883384526611133,HIVEP2,1142243F,HisToGene
AIG1,0.029040413605179043,AIG1,1142243F,HisToGene
PEX3,0.07401985865027091,PEX3,1142243F,HisToGene
FUCA2,0.05727553574441659,FUCA2,1142243F,HisToGene
LTV1,0.03076016344084645,LTV1,1142243F,HisToGene
SF3B5,0.02897814567602407,SF3B5,1142243F,HisToGene
SASH1,0.03644339068765501,SASH1,1142243F,HisToGene
MTHFD1L,0.05569936095713944,MTHFD1L,1142243F,HisToGene
FNDC1,0.043066580089002576,FNDC1,1142243F,HisToGene
PDCD2,0.02620158254199705,PDCD2,1142243F,HisToGene
LFNG,-0.009954732901057885,LFNG,1142243F,HisToGene
GLCCI1,0.029398377692262126,GLCCI1,1142243F,HisToGene
PHF14,0.021611428998105326,PHF14,1142243F,HisToGene
TSPAN13,0.04112492205344506,TSPAN13,1142243F,HisToGene
AGR2,0.02021632946192572,AGR2,1142243F,HisToGene
GPNMB,0.06506601062447524,GPNMB,1142243F,HisToGene
TRIL,-0.024913952123820936,TRIL,1142243F,HisToGene
SFRP4,0.0896489514334276,SFRP4,1142243F,HisToGene
H2AFV,0.03357605834546051,H2AFV,1142243F,HisToGene
UPP1,0.06668216927933132,UPP1,1142243F,HisToGene
BAZ1B,0.03700640305701845,BAZ1B,1142243F,HisToGene
CD36,0.012838267303862522,CD36,1142243F,HisToGene
SEMA3C,0.04107853287480253,SEMA3C,1142243F,HisToGene
COL1A2,0.2189023200986239,COL1A2,1142243F,HisToGene
TRIP6,0.02249699059848917,TRIP6,1142243F,HisToGene
ACHE,0.01015764065547192,ACHE,1142243F,HisToGene
SERPINE1,0.10925061579781889,SERPINE1,1142243F,HisToGene
NUP205,0.05751955093472184,NUP205,1142243F,HisToGene
PARP12,0.026520969994015126,PARP12,1142243F,HisToGene
SSBP1,0.07796837056441791,SSBP1,1142243F,HisToGene
TRBC2,0.042601725455174266,TRBC2,1142243F,HisToGene
PIP,0.0052454666282537995,PIP,1142243F,HisToGene
CNTNAP2,-0.010664371148986846,CNTNAP2,1142243F,HisToGene
EZH2,0.09567731443791254,EZH2,1142243F,HisToGene
NUB1,0.05706441380132239,NUB1,1142243F,HisToGene
PCM1,0.040565333847278534,PCM1,1142243F,HisToGene
KIF13B,0.007221901082613491,KIF13B,1142243F,HisToGene
ERLIN2,0.020014286857233044,ERLIN2,1142243F,HisToGene
BRF2,0.03051059429993835,BRF2,1142243F,HisToGene
ADGRA2,0.04900782028004588,ADGRA2,1142243F,HisToGene
RAB11FIP1,-0.03603540526197882,RAB11FIP1,1142243F,HisToGene
EIF4EBP1,0.0318958188565691,EIF4EBP1,1142243F,HisToGene
ASH2L,0.03184410003344509,ASH2L,1142243F,HisToGene
LSM1,0.039184429728466086,LSM1,1142243F,HisToGene
PLPP5,0.03391022388606481,PLPP5,1142243F,HisToGene
DDHD2,0.024950919638415555,DDHD2,1142243F,HisToGene
FGFR1,0.045387178836566525,FGFR1,1142243F,HisToGene
TM2D2,0.016713378668737858,TM2D2,1142243F,HisToGene
HOOK3,0.02095014995217242,HOOK3,1142243F,HisToGene
CEBPD,0.017067399934883966,CEBPD,1142243F,HisToGene
ATP6V1H,0.04817220402915279,ATP6V1H,1142243F,HisToGene
GGH,0.060236675590705384,GGH,1142243F,HisToGene
RDH10,0.06898284030260957,RDH10,1142243F,HisToGene
E2F5,0.07553676583763307,E2F5,1142243F,HisToGene
WWP1,0.04004921755236597,WWP1,1142243F,HisToGene
RMDN1,0.05396388009402268,RMDN1,1142243F,HisToGene
CPNE3,0.017945797217175413,CPNE3,1142243F,HisToGene
INTS8,0.06018682768546399,INTS8,1142243F,HisToGene
TSPYL5,0.014392031111654456,TSPYL5,1142243F,HisToGene
EIF3E,-0.0024395601651649255,EIF3E,1142243F,HisToGene
ENY2,0.05570044633450232,ENY2,1142243F,HisToGene
TRPS1,0.054909477904787285,TRPS1,1142243F,HisToGene
RAD21,0.03425455644169822,RAD21,1142243F,HisToGene
ATAD2,0.058506616664768224,ATAD2,1142243F,HisToGene
FBXO32,0.016995963702017447,FBXO32,1142243F,HisToGene
TATDN1,0.029739410361767884,TATDN1,1142243F,HisToGene
NSMCE2,0.027734518079593914,NSMCE2,1142243F,HisToGene
ASAP1,0.03056094942500666,ASAP1,1142243F,HisToGene
NDRG1,-0.031104450310218065,NDRG1,1142243F,HisToGene
PSCA,0.022149907854418227,PSCA,1142243F,HisToGene
GLI4,0.034986085100028055,GLI4,1142243F,HisToGene
TOP1MT,0.0187451346425685,TOP1MT,1142243F,HisToGene
EPPK1,0.02152267667539294,EPPK1,1142243F,HisToGene
OPLAH,0.017692479025367122,OPLAH,1142243F,HisToGene
SLC39A4,0.02953314656764109,SLC39A4,1142243F,HisToGene
LRRC24,0.03046527055836263,LRRC24,1142243F,HisToGene
VLDLR,0.008834090344239643,VLDLR,1142243F,HisToGene
PLGRKT,0.01224049622181744,PLGRKT,1142243F,HisToGene
NDUFB6,0.04834083632468056,NDUFB6,1142243F,HisToGene
CCL19,-0.013178134472236449,CCL19,1142243F,HisToGene
CCL21,-0.0008354231050880325,CCL21,1142243F,HisToGene
DCAF10,0.008201519118283972,DCAF10,1142243F,HisToGene
GCNT1,-0.0023400674189918763,GCNT1,1142243F,HisToGene
TLE1,0.027491022961690165,TLE1,1142243F,HisToGene
SPIN1,0.05009331226722563,SPIN1,1142243F,HisToGene
ASPN,5.163715867812033e-05,ASPN,1142243F,HisToGene
WNK2,0.03251317234533621,WNK2,1142243F,HisToGene
FBP1,0.019431819450038912,FBP1,1142243F,HisToGene
TGFBR1,-0.008238730237354186,TGFBR1,1142243F,HisToGene
ERP44,0.018666875935033873,ERP44,1142243F,HisToGene
TEX10,0.027641354716178682,TEX10,1142243F,HisToGene
TNC,0.007952065980280308,TNC,1142243F,HisToGene
PSMD5,0.051721866341887614,PSMD5,1142243F,HisToGene
PHF19,0.03738330653881701,PHF19,1142243F,HisToGene
STOM,0.040583530404656856,STOM,1142243F,HisToGene
PRRX2,0.058512349523211354,PRRX2,1142243F,HisToGene
NUP214,0.04495985934633222,NUP214,1142243F,HisToGene
PTGDS,0.0177702337435177,PTGDS,1142243F,HisToGene
OFD1,0.03290438796222815,OFD1,1142243F,HisToGene
SMS,0.03161664021054122,SMS,1142243F,HisToGene
CYBB,0.06721390478658733,CYBB,1142243F,HisToGene
ITM2A,0.009336307766825182,ITM2A,1142243F,HisToGene
SH3BGRL,0.03267460542043128,SH3BGRL,1142243F,HisToGene
BEX3,0.06311313585883097,BEX3,1142243F,HisToGene
PHF6,0.038351096899961454,PHF6,1142243F,HisToGene
